x,y,z,level_2
-0.1092,9.6629,0.0592,23
0.2214,10.9458,0.0592,23
1.0783,12.3025,0.0592,23
0.5707,8.7348,0.0592,23
-0.2915,9.1058,0.0592,23
0.0460,11.8442,0.8571,24
0.3468,10.3663,0.8571,24
0.2768,9.5760,0.8571,24
0.4703,10.7833,0.8571,24
0.5641,10.0973,0.8571,24
0.3260,9.4677,0.8571,24
-0.2321,10.5343,0.8571,24
-0.9331,9.7024,0.8571,24
1.2403,9.4117,0.8571,24
-0.0673,9.7340,0.8571,24
0.0421,10.1766,-0.3938,25
-0.0495,8.1155,-0.3938,25
2.0818,9.3896,-0.3938,25
-1.2868,8.6374,-0.3938,25
0.0232,8.6383,-0.3938,25
-1.2657,9.3483,-0.3938,25
0.3255,10.3494,-0.3938,25
-1.3771,9.2470,-0.3938,25
0.3292,10.9647,-0.3938,25
-0.9863,8.7456,-0.3938,25
-2.0516,5.9548,1.9924,26
0.9027,8.1330,1.9924,26
0.6232,7.7322,1.9924,26
0.2378,10.3725,1.9924,26
0.4493,7.8118,1.9924,26
-1.5718,6.6685,1.9924,26
2.2814,6.7552,1.9924,26
-0.3860,8.6018,1.9924,26
1.3793,8.2539,1.9924,26
-0.6161,7.8250,1.9924,26
-0.0201,7.6127,1.5971,27
-0.1552,8.1903,1.5971,27
-0.2060,8.3885,1.5971,27
-0.2998,9.2906,1.5971,27
-0.4578,8.7525,1.5971,27
1.9447,9.4219,1.5971,27
-0.7102,9.9407,1.5971,27
-0.6352,8.5855,1.5971,27
1.8289,9.1206,1.5971,27
-0.1518,7.8617,1.5971,27
0.0619,9.4063,-0.5068,28
-0.6635,9.1154,-0.5068,28
1.8540,10.3381,-0.5068,28
1.5073,10.1187,-0.5068,28
-0.8784,9.3662,-0.5068,28
0.5155,10.3269,-0.5068,28
-1.0830,9.1647,-0.5068,28
1.4186,8.2735,-0.5068,28
1.7996,10.2119,-0.5068,28
1.2822,11.0237,-0.5068,28
-0.2751,8.7366,1.5953,29
0.1735,7.3216,1.5953,29
1.5297,7.4810,1.5953,29
-0.6444,8.2425,1.5953,29
-0.5380,9.2413,1.5953,29
-0.9448,8.6618,1.5953,29
-0.1437,9.0071,1.5953,29
-2.1794,8.3302,1.5953,29
0.3398,8.3367,1.5953,29
-0.2145,7.6869,1.5953,29
1.8247,10.3121,0.7899,30
-0.3015,8.1063,0.7899,30
0.9209,9.3369,0.7899,30
0.3685,8.8275,0.7899,30
2.5102,11.0548,0.7899,30
-1.6055,7.8185,0.7899,30
0.4104,9.8206,0.7899,30
0.1670,8.7035,0.7899,30
-1.4451,6.6511,0.7899,30
-1.3945,8.5563,0.7899,30
0.0392,8.3461,2.1529,31
-0.6676,6.6176,2.1529,31
-0.0582,6.3430,2.1529,31
-0.1259,7.9899,2.1529,31
0.8004,8.1567,2.1529,31
-0.6886,7.3263,2.1529,31
-0.1147,7.9432,2.1529,31
1.0187,9.2677,2.1529,31
-0.7366,7.6555,2.1529,31
-0.1893,9.1822,2.1529,31
-0.1931,13.1542,-1.8465,32
1.0283,12.3889,-1.8465,32
-0.2750,13.9617,-1.8465,32
0.1681,13.9979,-1.8465,32
0.6412,14.3696,-1.8465,32
0.2890,12.7386,-1.8465,32
-0.8667,11.8864,-1.8465,32
0.3900,12.1225,-1.8465,32
0.0108,13.2431,-1.8465,32
0.4591,11.4715,-1.8465,32
1.2917,10.1817,-0.8184,33
0.0593,8.7071,-0.8184,33
-0.2668,10.4987,-0.8184,33
-1.1167,9.3560,-0.8184,33
-0.2418,10.2437,-0.8184,33
2.3771,11.5734,-0.8184,33
-0.2872,10.6738,-0.8184,33
-1.4718,9.6733,-0.8184,33
-1.1759,9.1510,-0.8184,33
0.8297,11.6593,-0.8184,33
-0.6504,8.7585,0.2962,34
0.0483,9.7616,0.2962,34
-0.2878,9.5845,0.2962,34
0.5432,10.2796,0.2962,34
0.5013,8.8357,0.2962,34
-0.3526,9.9569,0.2962,34
-1.0984,7.0110,0.2962,34
-1.0208,7.4072,0.2962,34
0.3036,7.4857,0.2962,34
-0.0881,9.8871,0.2962,34
0.1646,10.0576,-0.2521,35
0.8251,11.9500,-0.2521,35
-1.5125,11.7241,-0.2521,35
-0.6402,12.1900,-0.2521,35
-0.2907,10.5237,-0.2521,35
-0.2992,12.3632,-0.2521,35
-2.0334,9.7271,-0.2521,35
0.7235,11.9570,-0.2521,35
0.2879,11.3299,-0.2521,35
0.3464,12.7788,-0.2521,35
-1.2231,8.2151,-0.2567,36
-1.3672,7.6832,-0.2567,36
-0.3022,8.7647,-0.2567,36
0.4599,7.3881,-0.2567,36
-0.5634,9.1281,-0.2567,36
1.0170,8.8632,-0.2567,36
-0.7505,8.1929,-0.2567,36
1.5325,9.7262,-0.2567,36
0.7568,8.7423,-0.2567,36
-0.1341,6.9346,-0.2567,36
0.7499,7.9031,0.2626,37
0.2275,8.1512,0.2626,37
-1.2269,7.6706,0.2626,37
-1.4809,8.2891,0.2626,37
0.5286,8.4899,0.2626,37
-1.4127,7.0353,0.2626,37
-1.3692,7.8300,0.2626,37
1.8211,9.1860,0.2626,37
-0.5656,7.3590,0.2626,37
-0.4898,8.8757,0.2626,37
2.9817,10.4511,0.6307,38
-0.6462,8.0060,0.6307,38
-0.2954,8.0709,0.6307,38
0.6712,9.4635,0.6307,38
-0.8745,8.5056,0.6307,38
-0.5565,10.4059,0.6307,38
0.3410,10.1398,0.6307,38
0.6093,8.7880,0.6307,38
0.2562,8.9564,0.6307,38
1.9595,8.4394,0.6307,38
0.1275,10.5976,-0.3152,39
0.7528,10.1357,-0.3152,39
-0.4004,9.5221,-0.3152,39
-0.8317,10.2755,-0.3152,39
-1.5567,9.0631,-0.3152,39
-0.8037,8.7548,-0.3152,39
1.1301,10.1374,-0.3152,39
1.1901,9.5986,-0.3152,39
0.5389,9.4761,-0.3152,39
2.3863,10.0902,-0.3152,39
0.3378,10.3122,0.4892,40
1.0899,10.7236,0.4892,40
1.1117,9.5699,0.4892,40
-2.7127,8.7644,0.4892,40
-0.3120,9.2062,0.4892,40
0.5805,7.6351,0.4892,40
-0.1112,9.0566,0.4892,40
0.6926,8.3455,0.4892,40
-0.2497,9.2960,0.4892,40
-0.2508,8.8521,0.4892,40
0.0935,9.1104,-2.7689,41
-0.0764,10.3458,-2.7689,41
-0.5908,10.3791,-2.7689,41
0.9406,11.3010,-2.7689,41
-1.0630,9.8965,-2.7689,41
-1.1740,10.9022,-2.7689,41
-1.4996,10.1018,-2.7689,41
-0.1377,10.5083,-2.7689,41
0.6053,13.2859,-2.7689,41
-1.1082,11.4372,-2.7689,41
0.7515,9.5432,0.0189,42
-1.3283,8.2753,0.0189,42
1.2487,8.7519,0.0189,42
0.7455,9.0397,0.0189,42
0.6461,11.6517,0.0189,42
0.2349,10.0338,0.0189,42
-0.3525,9.8015,0.0189,42
0.6242,10.1985,0.0189,42
0.1954,9.4088,0.0189,42
0.5893,10.6914,0.0189,42
-0.4974,13.0234,-0.7412,43
1.3964,11.3980,-0.7412,43
-0.0221,11.4847,-0.7412,43
-0.4103,11.4433,-0.7412,43
0.8893,10.5287,-0.7412,43
-1.5308,11.2547,-0.7412,43
-1.2163,9.8477,-0.7412,43
-0.4127,10.7541,-0.7412,43
0.9389,12.6836,-0.7412,43
-1.0022,9.3252,-0.7412,43
-1.0984,9.6292,-1.5043,44
1.5100,11.1749,-1.5043,44
0.3338,12.9017,-1.5043,44
0.6852,11.2353,-1.5043,44
0.3416,9.4252,-1.5043,44
1.1782,8.8637,-1.5043,44
-1.2283,9.3479,-1.5043,44
0.6243,11.8319,-1.5043,44
1.4275,11.8380,-1.5043,44
0.2983,10.2584,-1.5043,44
0.7662,11.4723,-1.9024,45
1.9638,11.4269,-1.9024,45
-1.1483,10.0229,-1.9024,45
0.8212,10.8226,-1.9024,45
-0.3243,8.3669,-1.9024,45
-0.8618,10.2539,-1.9024,45
0.8818,12.3531,-1.9024,45
-0.8245,10.8005,-1.9024,45
-1.9250,10.1687,-1.9024,45
-2.6594,11.0710,-1.9024,45
-0.3960,9.1352,2.0002,46
1.0269,9.1729,2.0002,46
0.0114,8.5565,2.0002,46
-0.6078,8.1141,2.0002,46
-0.7444,8.0512,2.0002,46
-0.0216,7.4086,2.0002,46
0.3872,8.6046,2.0002,46
0.1082,7.9863,2.0002,46
-1.6335,6.4694,2.0002,46
-0.8199,6.1461,2.0002,46
1.1922,12.1863,-0.8888,47
-0.2886,11.1387,-0.8888,47
-0.3466,10.9723,-0.8888,47
-0.0932,11.3850,-0.8888,47
0.6088,11.3539,-0.8888,47
0.3508,11.6564,-0.8888,47
-0.4019,12.1601,-0.8888,47
-0.4276,11.7503,-0.8888,47
1.4109,11.7526,-0.8888,47
-0.3249,12.3245,-0.8888,47
1.0337,12.0997,-0.1439,48
-0.8802,10.3876,-0.1439,48
-0.2147,9.5271,-0.1439,48
1.3949,11.3463,-0.1439,48
1.7806,10.8640,-0.1439,48
0.5638,10.7999,-0.1439,48
0.2493,9.7089,-0.1439,48
1.5155,11.8484,-0.1439,48
-0.0665,10.2852,-0.1439,48
-0.5093,10.0216,-0.1439,48
-0.2454,11.1773,-0.2998,49
0.7425,10.7029,-0.2998,49
0.5838,10.1063,-0.2998,49
-0.6090,10.5083,-0.2998,49
-0.3680,9.8860,-0.2998,49
-2.0108,6.8799,-0.2998,49
0.7644,9.8333,-0.2998,49
-0.0341,11.9535,-0.2998,49
-1.3235,9.0149,-0.2998,49
-0.9797,7.9556,-0.2998,49
0.0490,10.1849,-0.2033,50
0.0667,9.6612,-0.2033,50
1.0826,11.1915,-0.2033,50
-0.2935,10.6959,-0.2033,50
-1.8005,9.8028,-0.2033,50
0.1520,9.1095,-0.2033,50
-0.0961,10.0581,-0.2033,50
2.4125,12.2286,-0.2033,50
-0.0033,10.9213,-0.2033,50
3.2068,13.0847,-0.2033,50
-1.0371,10.2714,0.3624,51
-0.6628,12.1517,0.3624,51
0.1793,10.4770,0.3624,51
0.5274,11.8036,0.3624,51
0.0319,10.1486,0.3624,51
-1.2519,11.7458,0.3624,51
0.1258,10.1955,0.3624,51
0.1101,10.3363,0.3624,51
0.7080,11.9402,0.3624,51
-0.5035,11.7148,0.3624,51
-0.1184,7.9302,0.3000,52
1.5904,10.5581,0.3000,52
1.4686,11.9163,0.3000,52
1.1415,8.5344,0.3000,52
0.1370,7.9917,0.3000,52
0.6036,11.7643,0.3000,52
-1.5622,8.1360,0.3000,52
-0.5899,10.1040,0.3000,52
-0.9797,9.5990,0.3000,52
-1.4070,9.3983,0.3000,52
1.4040,11.1310,-1.0592,53
-0.1608,8.7610,-1.0592,53
-0.4400,9.2700,-1.0592,53
1.7632,8.5584,-1.0592,53
0.2192,9.4403,-1.0592,53
0.4977,9.9434,-1.0592,53
0.2542,10.2070,-1.0592,53
-1.1154,10.9596,-1.0592,53
1.8600,10.4452,-1.0592,53
0.5102,11.1719,-1.0592,53
-0.2169,9.1066,-1.4669,54
0.3110,11.2827,-1.4669,54
-0.8200,8.7986,-1.4669,54
0.2614,12.7352,-1.4669,54
0.7666,12.6193,-1.4669,54
-0.1937,11.8542,-1.4669,54
0.8209,13.0022,-1.4669,54
-2.3763,8.9546,-1.4669,54
-0.3798,10.0660,-1.4669,54
-1.3925,10.2350,-1.4669,54
0.0988,11.7747,1.1441,55
1.1078,10.8721,1.1441,55
0.6288,11.0264,1.1441,55
-0.5176,8.6095,1.1441,55
0.5290,10.2039,1.1441,55
-0.3668,9.7508,1.1441,55
-1.2814,9.5949,1.1441,55
0.8780,11.5050,1.1441,55
-1.9829,8.5294,1.1441,55
-0.9091,10.5072,1.1441,55
-1.9627,9.6378,-2.0786,56
-1.3962,9.6013,-2.0786,56
-1.7718,11.2621,-2.0786,56
0.1736,11.4277,-2.0786,56
0.8094,11.5271,-2.0786,56
1.8609,11.9339,-2.0786,56
0.4033,11.1534,-2.0786,56
0.2640,10.2487,-2.0786,56
-0.0296,11.3521,-2.0786,56
1.4318,11.5972,-2.0786,56
-0.2106,9.2911,-0.8918,57
-0.4285,10.4196,-0.8918,57
-1.7812,6.4600,-0.8918,57
1.1450,9.8364,-0.8918,57
-0.8148,8.0196,-0.8918,57
-0.6594,7.8319,-0.8918,57
-0.0343,9.2846,-0.8918,57
-2.0686,9.9512,-0.8918,57
0.4575,8.6434,-0.8918,57
1.0592,9.3047,-0.8918,57
-0.3183,9.6894,-0.3862,58
-0.7511,8.2322,-0.3862,58
1.4281,11.0774,-0.3862,58
0.5746,11.2884,-0.3862,58
-0.0453,10.6482,-0.3862,58
0.1980,11.5168,-0.3862,58
-1.1126,12.0554,-0.3862,58
-0.9454,8.1105,-0.3862,58
0.7637,11.8462,-0.3862,58
1.0238,9.9630,-0.3862,58
1.3509,10.6763,0.0367,59
-1.7509,9.4451,0.0367,59
-0.3533,12.4560,0.0367,59
-1.8801,8.6531,0.0367,59
0.7633,10.3058,0.0367,59
-0.6285,10.0975,0.0367,59
-0.0172,9.4654,0.0367,59
1.0748,10.2202,0.0367,59
1.2900,11.5893,0.0367,59
0.9694,9.8166,0.0367,59
0.3282,9.8775,0.2388,60
-1.0546,8.6987,0.2388,60
0.3224,12.1933,0.2388,60
-0.9952,10.1825,0.2388,60
0.8481,10.1113,0.2388,60
-1.8254,10.9799,0.2388,60
0.8289,12.0721,0.2388,60
-0.5444,11.0235,0.2388,60
-0.2003,9.5367,0.2388,60
0.4469,9.6119,0.2388,60
-1.0166,10.7042,-0.2004,61
-1.5482,7.9736,-0.2004,61
-0.8989,9.1191,-0.2004,61
-0.1625,10.9664,-0.2004,61
0.5375,10.7167,-0.2004,61
-0.4509,9.9256,-0.2004,61
-0.1897,11.1964,-0.2004,61
0.0111,10.2093,-0.2004,61
-0.3554,11.9043,-0.2004,61
0.1350,10.0466,-0.2004,61
0.6380,9.0705,1.1294,62
-1.1163,8.3713,1.1294,62
0.4746,9.1818,1.1294,62
-0.9567,8.4648,1.1294,62
1.7066,11.5773,1.1294,62
-0.0777,8.6798,1.1294,62
0.9843,9.5109,1.1294,62
1.2104,9.6285,1.1294,62
0.5498,8.2951,1.1294,62
0.1151,9.7019,1.1294,62
-1.6482,8.4044,-0.8620,63
-1.6240,7.2721,-0.8620,63
-0.5100,9.0265,-0.8620,63
2.9470,9.2485,-0.8620,63
0.8467,8.4763,-0.8620,63
-2.7555,7.5078,-0.8620,63
1.6810,8.1137,-0.8620,63
-0.4522,8.2443,-0.8620,63
1.4020,10.1599,-0.8620,63
-0.3063,7.7483,-0.8620,63
0.5997,12.7272,-0.4577,64
-0.1609,13.0572,-0.4577,64
0.0934,13.2076,-0.4577,64
-0.8188,11.7908,-0.4577,64
1.3413,12.7801,-0.4577,64
0.0277,13.0564,-0.4577,64
-0.3408,11.8457,-0.4577,64
-1.8654,9.9039,-0.4577,64
0.9102,12.1905,-0.4577,64
1.7773,12.2613,-0.4577,64
0.3497,8.2357,1.9871,65
0.0715,8.7187,1.9871,65
0.2189,9.4519,1.9871,65
0.0766,6.6131,1.9871,65
0.6971,8.2798,1.9871,65
0.3660,10.4340,1.9871,65
1.2360,10.4320,1.9871,65
1.3375,8.9359,1.9871,65
0.0696,8.0933,1.9871,65
0.8128,7.7545,1.9871,65
-0.4946,11.9751,-2.2494,66
-0.8315,9.9711,-2.2494,66
-0.7915,9.3409,-2.2494,66
-1.8466,8.5742,-2.2494,66
-1.2935,9.4593,-2.2494,66
-0.1441,10.0344,-2.2494,66
0.0553,9.2886,-2.2494,66
0.1870,8.5322,-2.2494,66
0.6160,9.4288,-2.2494,66
-0.3106,9.2678,-2.2494,66
0.2853,10.5467,-1.4162,67
-1.1278,8.9021,-1.4162,67
-0.5045,9.1322,-1.4162,67
-0.2408,11.0175,-1.4162,67
0.9197,11.4184,-1.4162,67
-0.3814,9.2049,-1.4162,67
1.1744,12.1158,-1.4162,67
2.1426,10.9433,-1.4162,67
-0.9388,10.7927,-1.4162,67
-0.8287,9.7811,-1.4162,67
0.5301,11.4722,-2.3298,68
-0.7020,10.9496,-2.3298,68
-0.8179,11.6649,-2.3298,68
0.4625,12.2942,-2.3298,68
0.0358,11.6077,-2.3298,68
0.7158,11.9582,-2.3298,68
-0.0516,12.2985,-2.3298,68
0.2664,12.8385,-2.3298,68
0.5792,13.5484,-2.3298,68
0.1166,10.4866,-2.3298,68
0.3396,8.7109,1.4134,69
0.0118,8.4423,1.4134,69
-0.4594,8.8571,1.4134,69
1.4729,10.9415,1.4134,69
-1.9397,7.9052,1.4134,69
1.5141,9.3873,1.4134,69
1.0757,9.5821,1.4134,69
0.3639,10.7300,1.4134,69
-0.3372,8.2722,1.4134,69
0.2236,9.0866,1.4134,69
-1.4332,10.3340,-0.7787,70
1.2458,9.2769,-0.7787,70
1.8459,8.9310,-0.7787,70
-0.5620,9.8315,-0.7787,70
-0.1412,8.8441,-0.7787,70
-1.6467,7.8523,-0.7787,70
0.4068,8.4455,-0.7787,70
1.6182,9.2677,-0.7787,70
0.3283,9.0404,-0.7787,70
0.8964,6.6151,-0.7787,70
-0.6277,5.8095,0.4579,71
0.3884,5.8253,0.4579,71
-0.2831,7.0817,0.4579,71
0.5634,8.1494,0.4579,71
-3.1222,6.4806,0.4579,71
0.0518,7.9985,0.4579,71
-0.2761,8.2736,0.4579,71
0.0985,7.1516,0.4579,71
-0.4379,7.4100,0.4579,71
0.6753,8.3810,0.4579,71
0.0708,9.0964,0.9564,72
-1.4514,6.9546,0.9564,72
-0.2761,10.5295,0.9564,72
-0.5923,10.5228,0.9564,72
0.2636,9.5841,0.9564,72
0.5985,9.4312,0.9564,72
-0.4616,8.6538,0.9564,72
-2.8030,9.9832,0.9564,72
-0.6074,8.2740,0.9564,72
0.1020,9.9024,0.9564,72
-1.4833,9.7241,1.1541,73
0.9695,8.7669,1.1541,73
0.3303,9.7712,1.1541,73
-0.4116,6.9888,1.1541,73
-1.0875,7.3213,1.1541,73
0.2681,9.6574,1.1541,73
0.3700,9.2088,1.1541,73
-0.8493,10.1267,1.1541,73
0.8464,9.9262,1.1541,73
-1.3953,8.1045,1.1541,73
1.4300,12.6424,0.0375,74
-2.2072,11.4955,0.0375,74
-1.3664,11.4610,0.0375,74
-0.4256,11.5475,0.0375,74
1.2994,14.3537,0.0375,74
-1.1555,11.1396,0.0375,74
-2.0062,11.3190,0.0375,74
-2.1190,11.0282,0.0375,74
-0.5328,10.6613,0.0375,74
-0.8778,10.0230,0.0375,74
-0.5439,7.5457,-0.1624,75
-0.9872,7.9184,-0.1624,75
-0.7837,9.5048,-0.1624,75
0.5036,10.4831,-0.1624,75
1.0517,10.1041,-0.1624,75
-0.7953,6.3025,-0.1624,75
0.9396,8.0859,-0.1624,75
0.4922,8.8726,-0.1624,75
-1.5051,8.0733,-0.1624,75
1.0733,8.5393,-0.1624,75
0.1283,9.2764,0.1407,76
1.5333,10.6787,0.1407,76
-0.5951,8.0004,0.1407,76
0.9286,10.8189,0.1407,76
-0.6060,10.7947,0.1407,76
0.9860,10.0503,0.1407,76
1.0788,11.9174,0.1407,76
-0.0171,10.1151,0.1407,76
-0.5851,8.9213,0.1407,76
-1.5145,11.1290,0.1407,76
0.0185,10.2188,-1.4233,77
1.4165,12.9616,-1.4233,77
-0.0304,11.5703,-1.4233,77
1.3983,12.8824,-1.4233,77
1.4226,12.2818,-1.4233,77
-0.8622,12.6044,-1.4233,77
-0.9136,11.0808,-1.4233,77
0.7732,10.9080,-1.4233,77
-0.1402,11.2404,-1.4233,77
-1.2655,9.7734,-1.4233,77
-0.7627,8.4095,-0.4410,78
0.0244,8.3569,-0.4410,78
-0.3456,8.9501,-0.4410,78
-1.2849,9.0844,-0.4410,78
