 29   3   0   1 -.281002
 29   4   0   1 -.281002
 29   5   0   1 -.281002
 29   6   0   1 -.281002
 30   1   0   1  .679562
 30   2   0   1  .679562
 30   3   0   1  .679562
 30   4   0   1  .679562
 30   5   1   1  .679562
 31   1   0   0 -.506694
 31   2   0   0 -.506694
 31   3   1   0 -.506694
 32   1   0   1 1.098960
 32   2   0   1 1.098960
 32   3   0   1 1.098960
 32   4   0   1 1.098960
 32   5   0   1 1.098960
 32   6   1   1 1.098960
 33   1   0   1 -.509642
 33   2   0   1 -.509642
 33   3   0   1 -.509642
 33   4   0   1 -.509642
 33   5   1   1 -.509642
 34   1   0   0 -.794254
 34   2   0   0 -.794254
 34   3   0   0 -.794254
 34   4   0   0 -.794254
 34   5   1   0 -.794254
 35   1   0   0  .172316
 35   2   1   0  .172316
 36   1   1   1 -.498723
 37   1   0   0 -.771867
 37   2   0   0 -.771867
 37   3   1   0 -.771867
 38   1   0   1 -1.00916
 38   2   0   1 -1.00916
 38   3   0   1 -1.00916
 38   4   0   1 -1.00916
 38   5   0   1 -1.00916
 38   6   1   1 -1.00916
 39   1   0   1  .333374
 39   2   0   1  .333374
 39   3   0   1  .333374
 39   4   1   1  .333374
 40   1   0   0 -.873430
 40   2   0   0 -.873430
 40   3   0   0 -.873430
 40   4   0   0 -.873430
 40   5   0   0 -.873430
 40   6   0   0 -.873430
 41   1   0   1 -.044328
 41   2   0   1 -.044328
 41   3   0   1 -.044328
 41   4   0   1 -.044328
 41   5   0   1 -.044328
 41   6   0   1 -.044328
 42   1   1   1 1.944432
 44   1   0   1 -.182683
 44   2   0   1 -.182683
 44   3   1   1 -.182683
 45   1   0   0  .402363
 45   2   0   0  .402363
 45   3   0   0  .402363
 45   4   0   0  .402363
 45   5   0   0  .402363
 45   6   0   0  .402363
 46   1   1   1 -.252657
 47   1   0   0  .127065
 47   2   0   0  .127065
 47   3   0   0  .127065
 47   4   0   0  .127065
 47   5   0   0  .127065
 47   6   0   0  .127065
 49   1   0   0 -.497675
 49   2   0   0 -.497675
 49   3   1   0 -.497675
 50   1   0   1 -1.26419
 50   2   0   1 -1.26419
 50   3   0   1 -1.26419
 50   4   1   1 -1.26419
 51   1   0   1  .786439
 51   2   0   1  .786439
 51   3   0   1  .786439
 51   4   0   1  .786439
 51   5   1   1  .786439
 53   1   0   1 1.301857
 53   2   0   1 1.301857
 53   3   0   1 1.301857
 53   4   0   1 1.301857
 53   5   1   1 1.301857
 54   1   0   0 -.930881
 54   2   1   0 -.930881
 55   1   0   0 -.634559
 55   2   0   0 -.634559
 55   3   0   0 -.634559
 55   4   0   0 -.634559
 55   5   0   0 -.634559
 55   6   0   0 -.634559
 56   1   0   0 -.456785
 56   2   0   0 -.456785
 56   3   0   0 -.456785
 56   4   0   0 -.456785
 56   5   0   0 -.456785
 56   6   0   0 -.456785
 59   1   1   1 -.895647
 60   1   0   1  .460672
 60   2   0   1  .460672
 60   3   0   1  .460672
 60   4   0   1  .460672
 60   5   0   1  .460672
 60   6   0   1  .460672
 61   1   0   1 -.146880
 61   2   0   1 -.146880
 61   3   0   1 -.146880
 61   4   1   1 -.146880
 62   1   0   0 -.934034
 62   2   0   0 -.934034
 62   3   0   0 -.934034
 62   4   0   0 -.934034
 62   5   0   0 -.934034
 62   6   0   0 -.934034
 64   1   0   1  .534396
 64   2   0   1  .534396
 64   3   0   1  .534396
 64   4   1   1  .534396
 65   1   0   1  .512523
 65   2   0   1  .512523
 65   3   0   1  .512523
 65   4   1   1  .512523
 66   1   0   1  .076352
 66   2   0   1  .076352
 66   3   1   1  .076352
 67   1   0   1 2.274652
 67   2   0   1 2.274652
 67   3   0   1 2.274652
 67   4   0   1 2.274652
 67   5   0   1 2.274652
 67   6   1   1 2.274652
 68   1   0   1 -.038942
 68   2   0   1 -.038942
 68   3   0   1 -.038942
 68   4   0   1 -.038942
 68   5   0   1 -.038942
 68   6   0   1 -.038942
 69   1   0   0 -.204608
 69   2   0   0 -.204608
 69   3   0   0 -.204608
 69   4   0   0 -.204608
 69   5   0   0 -.204608
 69   6   0   0 -.204608
 70   1   0   0 1.101516
 70   2   0   0 1.101516
 70   3   0   0 1.101516
 70   4   0   0 1.101516
 70   5   0   0 1.101516
 70   6   1   0 1.101516
 72   1   1   1  .575486
 74   1   0   1 -.616772
 74   2   0   1 -.616772
 74   3   0   1 -.616772
 74   4   0   1 -.616772
 74   5   0   1 -.616772
 74   6   0   1 -.616772
 75   1   0   1 1.274098
 75   2   0   1 1.274098
 75   3   0   1 1.274098
 75   4   1   1 1.274098
 76   1   0   1 -1.09289
 76   2   0   1 -1.09289
 76   3   0   1 -1.09289
 76   4   0   1 -1.09289
 76   5   0   1 -1.09289
 76   6   0   1 -1.09289
 77   1   0   0 -.497985
 77   2   0   0 -.497985
 77   3   1   0 -.497985
 78   1   0   1 2.281519
 78   2   0   1 2.281519
 78   3   1   1 2.281519
 79   1   0   0 -.473643
 79   2   0   0 -.473643
 79   3   0   0 -.473643
 79   4   0   0 -.473643
 79   5   0   0 -.473643
 79   6   0   0 -.473643
 82   1   0   0 -.560189
 82   2   0   0 -.560189
 82   3   0   0 -.560189
 82   4   0   0 -.560189
 82   5   0   0 -.560189
 82   6   0   0 -.560189
 83   1   0   0 -.117419
 83   2   0   0 -.117419
 83   3   0   0 -.117419
 83   4   0   0 -.117419
 83   5   1   0 -.117419
 85   1   0   1  .292846
 85   2   0   1  .292846
 85   3   0   1  .292846
 85   4   1   1  .292846
 87   1   1   1 2.677901
 88   1   0   1  .785655
 88   2   0   1  .785655
 88   3   1   1  .785655
 89   1   0   0 -.075157
 89   2   0   0 -.075157
 89   3   0   0 -.075157
 89   4   0   0 -.075157
 89   5   1   0 -.075157
 90   1   0   1  .702755
 90   2   0   1  .702755
 90   3   0   1  .702755
 90   4   0   1  .702755
 90   5   0   1  .702755
 90   6   0   1  .702755
 93   1   1   1 1.162375
 94   1   1   0  .168526
 95   1   0   1 -1.15369
 95   2   0   1 -1.15369
 95   3   0   1 -1.15369
 95   4   0   1 -1.15369
 95   5   0   1 -1.15369
 95   6   1   1 -1.15369
 96   1   0   1 1.189100
 96   2   0   1 1.189100
 96   3   0   1 1.189100
 96   4   0   1 1.189100
 96   5   0   1 1.189100
 96   6   0   1 1.189100
 97   1   0   1 -.169021
 97   2   0   1 -.169021
 97   3   0   1 -.169021
 97   4   0   1 -.169021
 97   5   0   1 -.169021
 97   6   0   1 -.169021
 98   1   1   1 1.336862
 99   1   0   1 -.247944
 99   2   0   1 -.247944
 99   3   0   1 -.247944
 99   4   1   1 -.247944
100   1   0   1  .106681
100   2   0   1  .106681
100   3   0   1  .106681
100   4   0   1  .106681
100   5   0   1  .106681
100   6   0   1  .106681
101   1   0   0 -1.17637
101   2   0   0 -1.17637
101   3   0   0 -1.17637
101   4   0   0 -1.17637
101   5   0   0 -1.17637
101   6   0   0 -1.17637
102   1   0   1  .604932
102   2   1   1  .604932
103   1   0   1 -.460978
103   2   0   1 -.460978
103   3   0   1 -.460978
103   4   0   1 -.460978
103   5   0   1 -.460978
103   6   1   1 -.460978
104   1   0   1  .855063
104   2   0   1  .855063
104   3   0   1  .855063
104   4   1   1  .855063
105   1   0   1  .639539
105   2   0   1  .639539
105   3   0   1  .639539
105   4   0   1  .639539
105   5   0   1  .639539
105   6   0   1  .639539
106   1   0   0 -.880625
106   2   0   0 -.880625
106   3   1   0 -.880625
107   1   0   1  .119769
107   2   0   1  .119769
107   3   0   1  .119769
107   4   0   1  .119769
107   5   0   1  .119769
107   6   1   1  .119769
109   1   0   1  .624954
109   2   0   1  .624954
109   3   0   1  .624954
109   4   0   1  .624954
109   5   1   1  .624954
110   1   0   0 -.665511
110   2   0   0 -.665511
110   3   0   0 -.665511
110   4   0   0 -.665511
110   5   0   0 -.665511
110   6   1   0 -.665511
111   1   0   1 -.101984
111   2   0   1 -.101984
111   3   0   1 -.101984
111   4   1   1 -.101984
112   1   0   1 -.660931
112   2   0   1 -.660931
112   3   0   1 -.660931
112   4   0   1 -.660931
112   5   0   1 -.660931
112   6   0   1 -.660931
113   1   0   0 -.773368
113   2   0   0 -.773368
113   3   0   0 -.773368
113   4   0   0 -.773368
113   5   0   0 -.773368
113   6   1   0 -.773368
115   1   0   0  .289380
115   2   0   0  .289380
115   3   0   0  .289380
115   4   1   0  .289380
116   1   0   0 -.730995
116   2   0   0 -.730995
116   3   0   0 -.730995
116   4   0   0 -.730995
116   5   0   0 -.730995
116   6   0   0 -.730995
117   1   0   0  .985280
117   2   0   0  .985280
117   3   0   0  .985280
117   4   1   0  .985280
118   1   0   1 -.209832
118   2   0   1 -.209832
118   3   0   1 -.209832
118   4   0   1 -.209832
118   5   0   1 -.209832
118   6   0   1 -.209832
119   1   0   1  .119304
119   2   0   1  .119304
119   3   1   1  .119304
120   1   0   0 -.583145
120   2   0   0 -.583145
120   3   0   0 -.583145
120   4   0   0 -.583145
120   5   1   0 -.583145
121   1   0   0 -.597986
121   2   0   0 -.597986
121   3   0   0 -.597986
121   4   1   0 -.597986
123   1   0   1 1.317882
123   2   0   1 1.317882
123   3   0   1 1.317882
123   4   0   1 1.317882
123   5   0   1 1.317882
123   6   1   1 1.317882
124   1   0   1 -.684398
124   2   0   1 -.684398
124   3   1   1 -.684398
125   1   0   0 -.620508
125   2   0   0 -.620508
125   3   0   0 -.620508
125   4   1   0 -.620508
126   1   0   1  .981611
126   2   0   1  .981611
126   3   0   1  .981611
126   4   0   1  .981611
126   5   0   1  .981611
126   6   0   1  .981611
127   1   0   1 -.195691
127   2   0   1 -.195691
127   3   1   1 -.195691
128   1   0   1 -.301648
128   2   0   1 -.301648
128   3   1   1 -.301648
129   1   0   0  .276997
129   2   0   0  .276997
129   3   1   0  .276997
130   1   0   1 -.667943
130   2   0   1 -.667943
130   3   0   1 -.667943
130   4   0   1 -.667943
130   5   0   1 -.667943
130   6   1   1 -.667943
131   1   1   1 1.705101
132   1   0   0 1.136413
132   2   0   0 1.136413
132   3   0   0 1.136413
132   4   0   0 1.136413
132   5   0   0 1.136413
132   6   0   0 1.136413
133   1   0   0 -.874229
133   2   0   0 -.874229
133   3   0   0 -.874229
133   4   0   0 -.874229
133   5   0   0 -.874229
133   6   1   0 -.874229
134   1   0   0 -.518531
134   2   0   0 -.518531
134   3   0   0 -.518531
134   4   0   0 -.518531
134   5   0   0 -.518531
134   6   1   0 -.518531
135   1   0   0 -.953406
135   2   0   0 -.953406
135   3   0   0 -.953406
135   4   0   0 -.953406
135   5   0   0 -.953406
135   6   0   0 -.953406
137   1   0   0 -.480817
137   2   0   0 -.480817
137   3   0   0 -.480817
137   4   0   0 -.480817
137   5   0   0 -.480817
137   6   0   0 -.480817
138   1   0   1 -.241898
138   2   0   1 -.241898
138   3   0   1 -.241898
138   4   0   1 -.241898
138   5   0   1 -.241898
138   6   1   1 -.241898
141   1   0   1  .744120
141   2   0   1  .744120
141   3   0   1  .744120
141   4   0   1  .744120
141   5   1   1  .744120
142   1   0   1 -.571503
142   2   0   1 -.571503
142   3   1   1 -.571503
144   1   1   1  .322956
145   1   0   0 -.522231
145   2   0   0 -.522231
145   3   0   0 -.522231
145   4   1   0 -.522231
147   1   0   0 -1.01458
147   2   0   0 -1.01458
147   3   0   0 -1.01458
147   4   1   0 -1.01458
148   1   0   0 -.554407
148   2   0   0 -.554407
148   3   0   0 -.554407
148   4   0   0 -.554407
148   5   0   0 -.554407
148   6   1   0 -.554407
149   1   0   1 -.296303
149   2   0   1 -.296303
149   3   0   1 -.296303
149   4   0   1 -.296303
149   5   0   1 -.296303
149   6   0   1 -.296303
150   1   0   1  .503984
150   2   0   1  .503984
150   3   0   1  .503984
150   4   0   1  .503984
150   5   1   1  .503984
151   1   0   1 -.499884
151   2   0   1 -.499884
151   3   0   1 -.499884
151   4   0   1 -.499884
151   5   0   1 -.499884
151   6   1   1 -.499884
152   1   0   1 -.707800
152   2   1   1 -.707800
153   1   0   0 -.541869
153   2   0   0 -.541869
153   3   0   0 -.541869
153   4   0   0 -.541869
153   5   0   0 -.541869
153   6   0   0 -.541869
154   1   0   1 -.935054
154   2   0   1 -.935054
154   3   0   1 -.935054
154   4   0   1 -.935054
154   5   1   1 -.935054
155   1   0   1 -.541269
155   2   0   1 -.541269
155   3   1   1 -.541269
156   1   0   0 -.446860
156   2   0   0 -.446860
156   3   0   0 -.446860
156   4   0   0 -.446860
156   5   0   0 -.446860
156   6   1   0 -.446860
157   1   0   0 -.795142
157   2   0   0 -.795142
157   3   0   0 -.795142
157   4   0   0 -.795142
157   5   0   0 -.795142
157   6   0   0 -.795142
158   1   0   1 -1.29079
158   2   0   1 -1.29079
158   3   0   1 -1.29079
158   4   0   1 -1.29079
158   5   0   1 -1.29079
158   6   1   1 -1.29079
160   1   0   1 -.608897
160   2   0   1 -.608897
160   3   0   1 -.608897
160   4   1   1 -.608897
161   1   0   0 -.700470
161   2   0   0 -.700470
161   3   0   0 -.700470
161   4   0   0 -.700470
161   5   0   0 -.700470
161   6   0   0 -.700470
163   1   0   0 -.418237
163   2   0   0 -.418237
163   3   0   0 -.418237
163   4   0   0 -.418237
163   5   1   0 -.418237
164   1   0   1 -.218199
164   2   0   1 -.218199
164   3   0   1 -.218199
164   4   1   1 -.218199
166   1   0   1 2.781413
166   2   0   1 2.781413
166   3   0   1 2.781413
166   4   0   1 2.781413
166   5   1   1 2.781413
167   1   0   1  .421672
167   2   0   1  .421672
167   3   0   1  .421672
167   4   1   1  .421672
168   1   0   0 -.652157
168   2   0   0 -.652157
168   3   0   0 -.652157
168   4   0   0 -.652157
168   5   0   0 -.652157
168   6   0   0 -.652157
169   1   0   1  .322376
169   2   0   1  .322376
169   3   0   1  .322376
169   4   1   1  .322376
170   1   0   1  .161146
170   2   0   1  .161146
170   3   1   1  .161146
171   1   0   1  .100240
171   2   0   1  .100240
171   3   0   1  .100240
171   4   1   1  .100240
172   1   0   0 -.266059
172   2   0   0 -.266059
172   3   0   0 -.266059
172   4   0   0 -.266059
172   5   0   0 -.266059
172   6   0   0 -.266059
173   1   1   1 -.083506
175   1   0   1  .481985
175   2   0   1  .481985
175   3   0   1  .481985
175   4   1   1  .481985
178   1   0   1 1.184903
178   2   0   1 1.184903
178   3   1   1 1.184903
179   1   0   0  .336317
179   2   0   0  .336317
179   3   0   0  .336317
179   4   0   0  .336317
179   5   0   0  .336317
179   6   0   0  .336317
180   1   0   1 -.357871
180   2   0   1 -.357871
180   3   0   1 -.357871
180   4   0   1 -.357871
180   5   0   1 -.357871
180   6   0   1 -.357871
181   1   0   1 -.229733
181   2   0   1 -.229733
181   3   0   1 -.229733
181   4   0   1 -.229733
181   5   0   1 -.229733
181   6   1   1 -.229733
182   1   1   1 1.498928
184   1   0   0 -1.00448
184   2   0   0 -1.00448
184   3   0   0 -1.00448
184   4   0   0 -1.00448
184   5   0   0 -1.00448
184   6   0   0 -1.00448
185   1   0   1 1.639544
185   2   0   1 1.639544
185   3   0   1 1.639544
185   4   1   1 1.639544
186   1   0   0 -.779164
186   2   0   0 -.779164
186   3   0   0 -.779164
186   4   0   0 -.779164
186   5   0   0 -.779164
186   6   0   0 -.779164
187   1   0   0 -1.71618
187   2   0   0 -1.71618
187   3   0   0 -1.71618
187   4   1   0 -1.71618
188   1   0   1  .962444
188   2   0   1  .962444
188   3   0   1  .962444
188   4   0   1  .962444
188   5   0   1  .962444
188   6   1   1  .962444
190   1   0   1 1.913124
190   2   1   1 1.913124
191   1   0   1 -.373112
191   2   0   1 -.373112
191   3   1   1 -.373112
192   1   0   1 -.565405
192   2   1   1 -.565405
193   1   0   0 -1.20016
193   2   0   0 -1.20016
193   3   0   0 -1.20016
193   4   0   0 -1.20016
193   5   0   0 -1.20016
193   6   0   0 -1.20016
195   1   0   1 -.244029
195   2   0   1 -.244029
195   3   0   1 -.244029
195   4   0   1 -.244029
195   5   0   1 -.244029
195   6   0   1 -.244029
196   1   0   1 1.527940
196   2   0   1 1.527940
196   3   0   1 1.527940
196   4   0   1 1.527940
196   5   1   1 1.527940
197   1   0   0 -.503778
197   2   0   0 -.503778
197   3   0   0 -.503778
197   4   0   0 -.503778
197   5   0   0 -.503778
197   6   1   0 -.503778
198   1   0   0 -.856120
198   2   0   0 -.856120
198   3   0   0 -.856120
198   4   0   0 -.856120
198   5   0   0 -.856120
198   6   0   0 -.856120
199   1   0   0  .215513
199   2   0   0  .215513
199   3   0   0  .215513
199   4   0   0  .215513
199   5   1   0  .215513
200   1   0   0 -.872590
200   2   0   0 -.872590
200   3   0   0 -.872590
200   4   0   0 -.872590
200   5   0   0 -.872590
200   6   0   0 -.872590
201   1   0   0 -.906570
201   2   0   0 -.906570
201   3   0   0 -.906570
201   4   1   0 -.906570
202   1   0   1  .830430
202   2   0   1  .830430
202   3   0   1  .830430
202   4   0   1  .830430
202   5   1   1  .830430
203   1   0   0 -.486297
203   2   0   0 -.486297
203   3   0   0 -.486297
203   4   0   0 -.486297
203   5   1   0 -.486297
206   1   0   1 1.906538
206   2   0   1 1.906538
206   3   0   1 1.906538
206   4   0   1 1.906538
206   5   0   1 1.906538
206   6   1   1 1.906538
207   1   0   0 -.877786
207   2   0   0 -.877786
207   3   0   0 -.877786
207   4   0   0 -.877786
207   5   0   0 -.877786
207   6   0   0 -.877786
208   1   0   1  .664274
208   2   0   1  .664274
208   3   0   1  .664274
208   4   1   1  .664274
209   1   0   1  .202993
209   2   0   1  .202993
209   3   0   1  .202993
209   4   1   1  .202993
210   1   0   1  .248774
210   2   0   1  .248774
210   3   0   1  .248774
210   4   0   1  .248774
210   5   0   1  .248774
210   6   0   1  .248774
211   1   1   1  .918356
212   1   0   0 -.961791
212   2   0   0 -.961791
212   3   0   0 -.961791
212   4   0   0 -.961791
212   5   0   0 -.961791
212   6   0   0 -.961791
213   1   0   1 -.658018
213   2   0   1 -.658018
213   3   1   1 -.658018
214   1   0   1 2.281890
214   2   1   1 2.281890
215   1   0   0 -.414173
215   2   0   0 -.414173
215   3   0   0 -.414173
215   4   0   0 -.414173
215   5   0   0 -.414173
215   6   0   0 -.414173
216   1   0   0 -.320644
216   2   0   0 -.320644
216   3   1   0 -.320644
