       3     135       1      50       2       8       3       0     999       2   45.70       1    7.27      41
       4     135       1      58       3       9       3       0     999       2   45.70       1    7.27      41
       5     135       1      47       4       8       3       0     999       2   45.70       1    7.27      41
       6     135       1      53       5       9       3       0     999       2   45.70       1    7.27      41
       7     135       1      48       6       7       3       0     999       2   45.70       1    7.27      41
       1     136       1      48       0       7       3       0       1       2   54.10       1    7.27      41
       2     136       1      50       1       8       3       0       1       2   54.10       1    7.27      41
       3     136       1      52       2       9       3       0       1       2   54.10       1    7.27      41
       4     136       1      48       3       9       3       0       1       2   54.10       1    7.27      41
       5     136       1      52       4       8       3       0       1       2   54.10       1    7.27      41
       6     136       1      51       5       8       3       0       1       2   54.10       1    7.27      41
       7     136       1      59       6       8       3       0       1       2   54.10       1    7.27      41
       1     137       1      48       0       5       3       0       1       2   32.20       1    7.27      41
       2     137       1      44       1       7       3       0       1       2   32.20       1    7.27      41
       3     137       1      46       2       8       3       0       1       2   32.20       1    7.27      41
       4     137       1      46       3       6       3       0       1       2   32.20       1    7.27      41
       5     137       1      46       4       7       3       0       1       2   32.20       1    7.27      41
       6     137       1      44       5       7       3       0       1       2   32.20       1    7.27      41
       7     137       1      45       6       6       3       0       1       2   32.20       1    7.27      41
       1     138       1      50       0       7       3       0       1       2   49.20       1    7.27      41
       2     138       1      54       1       7       3       0       1       2   49.20       1    7.27      41
       3     138       1      50       2       8       3       0       1       2   49.20       1    7.27      41
       4     138       1      54       3       9       3       0       1       2   49.20       1    7.27      41
       5     138       1      51       4      10       3       0       1       2   49.20       1    7.27      41
       6     138       1      57       5       8       3       0       1       2   49.20       1    7.27      41
       7     138       1      49       6       7       3       0       1       2   49.20       1    7.27      41
       1     139       1      45       0       7       3       0       1       2   18.60       1    7.27      41
       2     139       1      52       1       7       3       0       1       2   18.60       1    7.27      41
       3     139       1      45       2       9       3       0       1       2   18.60       1    7.27      41
       4     139       1      46       3       6       3       0       1       2   18.60       1    7.27      41
       5     139       1      48       4       6       3       0       1       2   18.60       1    7.27      41
       6     139       1      47       5       7       3       0       1       2   18.60       1    7.27      41
       7     139       1      49       6       6       3       0       1       2   18.60       1    7.27      41
       1     140       1      46       0       6       3       0       1       1   46.60       1    7.27      41
       2     140       1      43       1       5       3       0       1       1   46.60       1    7.27      41
       3     140       1      49       2       4       3       0       1       1   46.60       1    7.27      41
       4     140       1      48       3       5       3       0       1       1   46.60       1    7.27      41
       5     140       1      45       4       4       3       0       1       1   46.60       1    7.27      41
       6     140       1      52       5       5       3       0       1       1   46.60       1    7.27      41
       7     140       1     999       6     999       3       0       1       1   46.60       1    7.27      41
       1     141       1      49       0       9     999       1       1       2   44.67       1    7.27      41
       2     141       1      46       1       7     999       1       1       2   44.67       1    7.27      41
       3     141       1      42       2       3     999       1       1       2   44.67       1    7.27      41
       4     141       1      43       3       7     999       1       1       2   44.67       1    7.27      41
       5     141       1      53       4       7     999       1       1       2   44.67       1    7.27      41
       6     141       1      46       5       8     999       1       1       2   44.67       1    7.27      41
       7     141       1      44       6       9     999       1       1       2   44.67       1    7.27      41
       1     142       1      50       0       7       3       0     999       2   49.40       1    7.27      41
       2     142       1      48       1       7       3       0     999       2   49.40       1    7.27      41
       3     142       1      50       2       6       3       0     999       2   49.40       1    7.27      41
       4     142       1      49       3       7       3       0     999       2   49.40       1    7.27      41
       5     142       1      45       4       7       3       0     999       2   49.40       1    7.27      41
       6     142       1     999       5     999       3       0     999       2   49.40       1    7.27      41
       7     142       1      54       6       6       3       0     999       2   49.40       1    7.27      41
       1     143       1      47       0       7       2       0       1       2   29.60       1    7.27      41
       2     143       1      39       1       8       2       0       1       2   29.60       1    7.27      41
       3     143       1      41       2       8       2       0       1       2   29.60       1    7.27      41
       4     143       1      44       3       8       2       0       1       2   29.60       1    7.27      41
       5     143       1      41       4       8       2       0       1       2   29.60       1    7.27      41
       6     143       1      40       5       8       2       0       1       2   29.60       1    7.27      41
       7     143       1      43       6       8       2       0       1       2   29.60       1    7.27      41
       1     144       1      49       0       8       2       1       1       2   46.60       1    7.27      41
       2     144       1      47       1       9       2       1       1       2   46.60       1    7.27      41
       3     144       1      42       2       8       2       1       1       2   46.60       1    7.27      41
       4     144       1      45       3       8       2       1       1       2   46.60       1    7.27      41
       5     144       1      54       4       9       2       1       1       2   46.60       1    7.27      41
       6     144       1      45       5       9       2       1       1       2   46.60       1    7.27      41
       7     144       1      48       6      11       2       1       1       2   46.60       1    7.27      41
       1     145       1      54       0       5     999       1       1       2   48.70       1    7.27      41
       2     145       1      52       1       7     999       1       1       2   48.70       1    7.27      41
       3     145       1      51       2       7     999       1       1       2   48.70       1    7.27      41
       4     145       1      51       3       7     999       1       1       2   48.70       1    7.27      41
       5     145       1      55       4       8     999       1       1       2   48.70       1    7.27      41
       6     145       1      56       5       7     999       1       1       2   48.70       1    7.27      41
       7     145       1      55       6       7     999       1       1       2   48.70       1    7.27      41
       1     146       1      56       0      11       2       0       1       3   59.00       1    7.27      41
       2     146       1      44       1       9       2       0       1       3   59.00       1    7.27      41
       3     146       1      45       2       9       2       0       1       3   59.00       1    7.27      41
       4     146       1      49       3       9       2       0       1       3   59.00       1    7.27      41
       5     146       1      52       4       9       2       0       1       3   59.00       1    7.27      41
       6     146       1      60       5       9       2       0       1       3   59.00       1    7.27      41
       7     146       1      58       6       9       2       0       1       3   59.00       1    7.27      41
       1     147       1      43       0       8       2       0       1       2    6.50       1    7.27      41
       2     147       1      40       1       7       2       0       1       2    6.50       1    7.27      41
       3     147       1      41       2       7       2       0       1       2    6.50       1    7.27      41
       4     147       1      39       3       6       2       0       1       2    6.50       1    7.27      41
       5     147       1     999       4     999       2       0       1       2    6.50       1    7.27      41
       6     147       1      40       5       7       2       0       1       2    6.50       1    7.27      41
       7     147       1      37       6       6       2       0       1       2    6.50       1    7.27      41
       1     148       1      48       0       9       2       1       1     999   45.20       1    7.27      41
       2     148       1      46       1       8       2       1       1     999   45.20       1    7.27      41
       3     148       1      41       2      10       2       1       1     999   45.20       1    7.27      41
       4     148       1      49       3       8       2       1       1     999   45.20       1    7.27      41
       5     148       1      51       4       8       2       1       1     999   45.20       1    7.27      41
       6     148       1      50       5       9       2       1       1     999   45.20       1    7.27      41
       7     148       1      46       6       9       2       1       1     999   45.20       1    7.27      41
       1     149       1      40       0       9     999       1       1       2   41.00       1    7.27      41
       2     149       1      46       1       8     999       1       1       2   41.00       1    7.27      41
       3     149       1      42       2       7     999       1       1       2   41.00       1    7.27      41
       4     149       1      46       3       7     999       1       1       2   41.00       1    7.27      41
       5     149       1      41       4       9     999       1       1       2   41.00       1    7.27      41
       6     149       1      48       5       8     999       1       1       2   41.00       1    7.27      41
       7     149       1      45       6       9     999       1       1       2   41.00       1    7.27      41
       1     258       1      42       0       9       3       0       1       1   25.90       1    7.27      41
       2     258       1      40       1       9       3       0       1       1   25.90       1    7.27      41
       3     258       1      41       2      10       3       0       1       1   25.90       1    7.27      41
       4     258       1      38       3       8       3       0       1       1   25.90       1    7.27      41
       5     258       1      45       4       8       3       0       1       1   25.90       1    7.27      41
       6     258       1      44       5       9       3       0       1       1   25.90       1    7.27      41
       7     258       1     999       6     999       3       0       1       1   25.90       1    7.27      41
       1     259       1      45       0      10       2       1       1       2   41.00       1    7.27      41
       2     259       1      45       1       8       2       1       1       2   41.00       1    7.27      41
       3     259       1      45       2       8       2       1       1       2   41.00       1    7.27      41
       4     259       1      47       3       7       2       1       1       2   41.00       1    7.27      41
       5     259       1     999       4     999       2       1       1       2   41.00       1    7.27      41
       6     259       1      50       5       7       2       1       1       2   41.00       1    7.27      41
       7     259       1      50       6       6       2       1       1       2   41.00       1    7.27      41
       1     260       1      38       0       9       2       1       1       2   36.80       1    7.27      41
       2     260       1      42       1       9       2       1       1       2   36.80       1    7.27      41
       3     260       1      45       2       8       2       1       1       2   36.80       1    7.27      41
       4     260       1      43       3       8       2       1       1       2   36.80       1    7.27      41
       5     260       1      42       4       8       2       1       1       2   36.80       1    7.27      41
       6     260       1      40       5      10       2       1       1       2   36.80       1    7.27      41
       7     260       1      43       6      10       2       1       1       2   36.80       1    7.27      41
       1     261       1      50       0       9       2       0       1       2   48.00       1    7.27      41
       2     261       1      49       1       9       2       0       1       2   48.00       1    7.27      41
       3     261       1      46       2       8       2       0       1       2   48.00       1    7.27      41
       4     261       1      49       3       9       2       0       1       2   48.00       1    7.27      41
       5     261       1      45       4       9       2       0       1       2   48.00       1    7.27      41
       6     261       1      51       5       9       2       0       1       2   48.00       1    7.27      41
       7     261       1      51       6       8       2       0       1       2   48.00       1    7.27      41
       1     262       1      51       0      11       2       1       1       2   48.30       1    7.27      41
       2     262       1      46       1       9       2       1       1       2   48.30       1    7.27      41
       3     262       1      47       2      10       2       1       1       2   48.30       1    7.27      41
       4     262       1      47       3       9       2       1       1       2   48.30       1    7.27      41
       5     262       1      41       4      12       2       1       1       2   48.30       1    7.27      41
       6     262       1      48       5      11       2       1       1       2   48.30       1    7.27      41
       7     262       1      51       6       8       2       1       1       2   48.30       1    7.27      41
       1     263       1      54       0      10       2       1       1       2  999.00       1    7.27      41
       2     263       1      45       1      11       2       1       1       2  999.00       1    7.27      41
       3     263       1      51       2      10       2       1       1       2  999.00       1    7.27      41
       4     263       1      44       3      10       2       1       1       2  999.00       1    7.27      41
       5     263       1      46       4      11       2       1       1       2  999.00       1    7.27      41
       6     263       1      49       5      11       2       1       1       2  999.00       1    7.27      41
       7     263       1      47       6      11       2       1       1       2  999.00       1    7.27      41
       1     264       1      48       0      12     999       1       1       3   56.20       1    7.27      41
       2     264       1      44       1      11     999       1       1       3   56.20       1    7.27      41
       3     264       1      50       2      10     999       1       1       3   56.20       1    7.27      41
       4     264       1      47       3      10     999       1       1       3   56.20       1    7.27      41
       5     264       1      47       4      10     999       1       1       3   56.20       1    7.27      41
       6     264       1      50       5      11     999       1       1       3   56.20       1    7.27      41
       7     264       1      50       6      10     999       1       1       3   56.20       1    7.27      41
       1     265       1      48       0      10       2       0       1       2   52.50       1    7.27      41
       2     265       1      41       1      10       2       0       1       2   52.50       1    7.27      41
       3     265       1      49       2      10       2       0       1       2   52.50       1    7.27      41
       4     265       1      45       3      11       2       0       1       2   52.50       1    7.27      41
       5     265       1      41       4       9       2       0       1       2   52.50       1    7.27      41
       6     265       1      41       5      10       2       0       1       2   52.50       1    7.27      41
       7     265       1      43       6      10       2       0       1       2   52.50       1    7.27      41
       1     266       1      50       0       8       2       1       1       2   51.60       1    7.27      41
       2     266       1      48       1       8       2       1       1       2   51.60       1    7.27      41
       3     266       1      44       2       8       2       1       1       2   51.60       1    7.27      41
       4     266       1      46       3       7       2       1       1       2   51.60       1    7.27      41
       5     266       1      41       4       7       2       1       1       2   51.60       1    7.27      41
       6     266       1      53       5       8       2       1       1       2   51.60       1    7.27      41
       7     266       1      47       6       8       2       1       1       2   51.60       1    7.27      41
       1     267       1      53       0       9       2       0       1       2   43.10       1    7.27      41
       2     267       1      51       1       8       2       0       1       2   43.10       1    7.27      41
       3     267       1      47       2      10       2       0       1       2   43.10       1    7.27      41
       4     267       1      47       3      10       2       0       1       2   43.10       1    7.27      41
       5     267       1      49       4       8       2       0       1       2   43.10       1    7.27      41
       6     267       1      51       5      10       2       0       1       2   43.10       1    7.27      41
       7     267       1      53       6       9       2       0       1       2   43.10       1    7.27      41
       1     268       1      49       0       9       2       1       0       2   53.40       1    7.27      41
       2     268       1      51       1       9       2       1       0       2   53.40       1    7.27      41
       3     268       1      47       2       9       2       1       0       2   53.40       1    7.27      41
       4     268       1      52       3       9       2       1       0       2   53.40       1    7.27      41
       5     268       1     999       4     999       2       1       0       2   53.40       1    7.27      41
       6     268       1      50       5       9       2       1       0       2   53.40       1    7.27      41
       7     268       1      52       6      10       2       1       0       2   53.40       1    7.27      41
       1     598       1      53       0      10       2       1       1       2   45.00       1    7.27      41
       2     598       1      52       1       8       2       1       1       2   45.00       1    7.27      41
       3     598       1      54       2       7       2       1       1       2   45.00       1    7.27      41
       4     598       1      51       3       9       2       1       1       2   45.00       1    7.27      41
       5     598       1      54       4       8       2       1       1       2   45.00       1    7.27      41
       6     598       1      49       5       9       2       1       1       2   45.00       1    7.27      41
       7     598       1      52       6       8       2       1       1       2   45.00       1    7.27      41
       1     599       1      48       0       7       2       0       1       2  999.00       1    7.27      41
       2     599       1      47       1       7       2       0       1       2  999.00       1    7.27      41
       3     599       1      45       2       7       2       0       1       2  999.00       1    7.27      41
       4     599       1      51       3       7       2       0       1       2  999.00       1    7.27      41
       5     599       1      42       4       8       2       0       1       2  999.00       1    7.27      41
       6     599       1      40       5       8       2       0       1       2  999.00       1    7.27      41
       7     599       1     999       6     999       2       0       1       2  999.00       1    7.27      41
       1     600       1      53       0       7       3       0       1       2   42.70       1    7.27      41
       2     600       1      48       1       6       3       0       1       2   42.70       1    7.27      41
       3     600       1      55       2       9       3       0       1       2   42.70       1    7.27      41
       4     600       1      48       3       7       3       0       1       2   42.70       1    7.27      41
       5     600       1      41       4       7       3       0       1       2   42.70       1    7.27      41
       6     600       1      47       5       8       3       0       1       2   42.70       1    7.27      41
       7     600       1     999       6     999       3       0       1       2   42.70       1    7.27      41
       1     601       1      54       0       9     999       0       1       2   37.30       1    7.27      41
       2     601       1      44       1       8     999       0       1       2   37.30       1    7.27      41
       3     601       1      45       2       9     999       0       1       2   37.30       1    7.27      41
       4     601       1      51       3       8     999       0       1       2   37.30       1    7.27      41
       5     601       1      49       4       9     999       0       1       2   37.30       1    7.27      41
       6     601       1      39       5       8     999       0       1       2   37.30       1    7.27      41
       7     601       1     999       6     999     999       0       1       2   37.30       1    7.27      41
       1     602       1      46       0       9       3       1       1       2   36.80       1    7.27      41
       2     602       1      44       1      10       3       1       1       2   36.80       1    7.27      41
       3     602       1      49       2      10       3       1       1       2   36.80       1    7.27      41
       4     602       1      46       3      10       3       1       1       2   36.80       1    7.27      41
       5     602       1      44       4      10       3       1       1       2   36.80       1    7.27      41
       6     602       1      51       5       9       3       1       1       2   36.80       1    7.27      41
       7     602       1     999       6     999       3       1       1       2   36.80       1    7.27      41
       1     603       1      50       0      11       2       1       1       2   52.30       1    7.27      41
       2     603       1      43       1      11       2       1       1       2   52.30       1    7.27      41
       3     603       1      41       2      10       2       1       1       2   52.30       1    7.27      41
       4     603       1      46       3       9       2       1       1       2   52.30       1    7.27      41
       5     603       1      45       4      11       2       1       1       2   52.30       1    7.27      41
       6     603       1      52       5      10       2       1       1       2   52.30       1    7.27      41
       7     603       1      50       6      11       2       1       1       2   52.30       1    7.27      41
       1     604       1      43       0       9       2       0       1       2   39.60       1    7.27      41
       2     604       1      48       1       8       2       0       1       2   39.60       1    7.27      41
       3     604       1      40       2       8       2       0       1       2   39.60       1    7.27      41
       4     604       1      46       3       9       2       0       1       2   39.60       1    7.27      41
       5     604       1      41       4       9       2       0       1       2   39.60       1    7.27      41
       6     604       1      43       5       8       2       0       1       2   39.60       1    7.27      41
       7     604       1      38       6       9       2       0       1       2   39.60       1    7.27      41
       1     605       1      51       0      10       2       0       1       2   44.30       1    7.27      41
       2     605       1      48       1      10       2       0       1       2   44.30       1    7.27      41
       3     605       1      40       2      12       2       0       1       2   44.30       1    7.27      41
       4     605       1      42       3      11       2       0       1       2   44.30       1    7.27      41
       5     605       1      46       4      11       2       0       1       2   44.30       1    7.27      41
       6     605       1      44       5      11       2       0       1       2   44.30       1    7.27      41
       7     605       1      48       6      11       2       0       1       2   44.30       1    7.27      41
       1     959       1      45       0       9       2       1       0       2   30.50       1    7.27      41
       2     959       1      41       1       9       2       1       0       2   30.50       1    7.27      41
       3     959       1      47       2      10       2       1       0       2   30.50       1    7.27      41
       4     959       1      52       3      10       2       1       0       2   30.50       1    7.27      41
       5     959       1      48       4      10       2       1       0       2   30.50       1    7.27      41
       6     959       1      48       5      10       2       1       0       2   30.50       1    7.27      41
       7     959       1      48       6       9       2       1       0       2   30.50       1    7.27      41
       1     960       1      52       0      10       2       0       1       3   60.00       1    7.27      41
       2     960       1      49       1      10       2       0       1       3   60.00       1    7.27      41
       3     960       1      51       2      10       2       0       1       3   60.00       1    7.27      41
       4     960       1      56       3       9       2       0       1       3   60.00       1    7.27      41
       5     960       1      46       4      11       2       0       1       3   60.00       1    7.27      41
       6     960       1      48       5      10       2       0       1       3   60.00       1    7.27      41
       7     960       1     999       6     999       2       0       1       3   60.00       1    7.27      41
       1     606       2      38       0       9       2       1       1       1   44.80       0    4.33      12
       2     606       2     999       1     999       2       1       1       1   44.80       0    4.33      12
       3     606       2      45       2       9       2       1       1       1   44.80       0    4.33      12
       4     606       2     999       3     999       2       1       1       1   44.80       0    4.33      12
       5     606       2      46       4      10       2       1       1       1   44.80       0    4.33      12
       6     606       2     999       5     999       2       1       1       1   44.80       0    4.33      12
       7     606       2     999       6     999       2       1       1       1   44.80       0    4.33      12
       1     607       2      50       0       6       2       1       1       2   42.40       0    4.33      12
       2     607       2     999       1     999       2       1       1       2   42.40       0    4.33      12
       3     607       2      49       2      10       2       1       1       2   42.40       0    4.33      12
       4     607       2     999       3     999       2       1       1       2   42.40       0    4.33      12
       5     607       2      51       4       4       2       1       1       2   42.40       0    4.33      12
       6     607       2     999       5     999       2       1       1       2   42.40       0    4.33      12
       7     607       2      48       6       5       2       1       1       2   42.40       0    4.33      12
       1     608       2      51       0      11       2       0       1       2   56.20       0    4.33      12
       2     608       2     999       1     999       2       0       1       2   56.20       0    4.33      12
       3     608       2      61       2      12       2       0       1       2   56.20       0    4.33      12
       4     608       2     999       3     999       2       0       1       2   56.20       0    4.33      12
       5     608       2      59       4      12       2       0       1       2   56.20       0    4.33      12
       6     608       2     999       5     999       2       0       1       2   56.20       0    4.33      12
       7     608       2      55       6      12       2       0       1       2   56.20       0    4.33      12
       1     609       2      51       0       8       2       0       1       2   55.80       0    4.33      12
       2     609       2     999       1     999       2       0       1       2   55.80       0    4.33      12
       3     609       2      52       2       7       2       0       1       2   55.80       0    4.33      12
       4     609       2     999       3     999       2       0       1       2   55.80       0    4.33      12
       5     609       2     999       4     999       2       0       1       2   55.80       0    4.33      12
       6     609       2     999       5     999       2       0       1       2   55.80       0    4.33      12
       7     609       2     999       6     999       2       0       1       2   55.80       0    4.33      12
       1     610       2      51       0      10     999       0       1       2   36.40       0    4.33      12
       2     610       2     999       1     999     999       0       1       2   36.40       0    4.33      12
       3     610       2      49       2       7     999       0       1       2   36.40       0    4.33      12
       4     610       2     999       3     999     999       0       1       2   36.40       0    4.33      12
       5     610       2      48       4       9     999       0       1       2   36.40       0    4.33      12
       6     610       2     999       5     999     999       0       1       2   36.40       0    4.33      12
       7     610       2      52       6       9     999       0       1       2   36.40       0    4.33      12
       1     611       2      49       0       9       2       0       1       2   51.10       0    4.33      12
       2     611       2     999       1     999       2       0       1       2   51.10       0    4.33      12
       3     611       2      47       2       9       2       0       1       2   51.10       0    4.33      12
       4     611       2     999       3     999       2       0       1       2   51.10       0    4.33      12
       5     611       2      50       4      11       2       0       1       2   51.10       0    4.33      12
       6     611       2     999       5     999       2       0       1       2   51.10       0    4.33      12
       7     611       2      54       6      10       2       0       1       2   51.10       0    4.33      12
       1     612       2      48       0       8       2       0       1       2   51.80       0    4.33      12
       2     612       2     999       1     999       2       0       1       2   51.80       0    4.33      12
       3     612       2      44       2       6       2       0       1       2   51.80       0    4.33      12
       4     612       2     999       3     999       2       0       1       2   51.80       0    4.33      12
       5     612       2      41       4       8       2       0       1       2   51.80       0    4.33      12
       6     612       2     999       5     999       2       0       1       2   51.80       0    4.33      12
       7     612       2     999       6     999       2       0       1       2   51.80       0    4.33      12
       1     613       2      48       0       7       2       0       1       2   45.00       0    4.33      12
       2     613       2     999       1     999       2       0       1       2   45.00       0    4.33      12
       3     613       2      45       2      10       2       0       1       2   45.00       0    4.33      12
       4     613       2     999       3     999       2       0       1       2   45.00       0    4.33      12
       5     613       2      48       4      10       2       0       1       2   45.00       0    4.33      12
       6     613       2     999       5     999       2       0       1       2   45.00       0    4.33      12
       7     613       2      49       6      10       2       0       1       2   45.00       0    4.33      12
       1     614       2      47       0       9       2       1       1       2  999.00       0    4.33      12
       2     614       2     999       1     999       2       1       1       2  999.00       0    4.33      12
       3     614       2      56       2      10       2       1       1       2  999.00       0    4.33      12
       4     614       2     999       3     999       2       1       1       2  999.00       0    4.33      12
       5     614       2      49       4       9       2       1       1       2  999.00       0    4.33      12
       6     614       2     999       5     999       2       1       1       2  999.00       0    4.33      12
       7     614       2      52       6       8       2       1       1       2  999.00       0    4.33      12
       1     615       2      50       0      10       2       1       1       2   44.80       0    4.33      12
       2     615       2     999       1     999       2       1       1       2   44.80       0    4.33      12
       3     615       2      50       2      10       2       1       1       2   44.80       0    4.33      12
       4     615       2     999       3     999       2       1       1       2   44.80       0    4.33      12
       5     615       2      50       4       9       2       1       1       2   44.80       0    4.33      12
       6     615       2     999       5     999       2       1       1       2   44.80       0    4.33      12
       7     615       2      47       6       9       2       1       1       2   44.80       0    4.33      12
       1     616       2      45       0       7       2       1       1       2   42.70       0    4.33      12
       2     616       2     999       1     999       2       1       1       2   42.70       0    4.33      12
       3     616       2      57       2       8       2       1       1       2   42.70       0    4.33      12
       4     616       2     999       3     999       2       1       1       2   42.70       0    4.33      12
       5     616       2      52       4       9       2       1       1       2   42.70       0    4.33      12
       6     616       2     999       5     999       2       1       1       2   42.70       0    4.33      12
       7     616       2      49       6       9       2       1       1       2   42.70       0    4.33      12
       1     617       2      54       0      11       2       1     999     999   51.10       0    4.33      12
       2     617       2     999       1     999       2       1     999     999   51.10       0    4.33      12
       3     617       2      51       2      12       2       1     999     999   51.10       0    4.33      12
       4     617       2     999       3     999       2       1     999     999   51.10       0    4.33      12
       5     617       2      50       4      12       2       1     999     999   51.10       0    4.33      12
       6     617       2     999       5     999       2       1     999     999   51.10       0    4.33      12
       7     617       2     999       6     999       2       1     999     999   51.10       0    4.33      12
       1     618       2      53       0       9       2       0       1       2   53.70       0    4.33      12
       2     618       2     999       1     999       2       0       1       2   53.70       0    4.33      12
       3     618       2      55       2       9       2       0       1       2   53.70       0    4.33      12
       4     618       2     999       3     999       2       0       1       2   53.70       0    4.33      12
       5     618       2      57       4      10       2       0       1       2   53.70       0    4.33      12
       6     618       2     999       5     999       2       0       1       2   53.70       0    4.33      12
       7     618       2     999       6     999       2       0       1       2   53.70       0    4.33      12
