  136    23     0     5    33    11     1    24 999.0
  137    23     0     4    30     9     1    24 999.0
  138    23     0     6   999    13     1    24 999.0
  139    24     0     3    28    10     0    19   8.0
  140    24     0     4    36    14     1    19   8.0
  141    24     1     3    27   999     0    19   8.0
  142    24     0     2    26    11     0    19   8.0
  143    24     0     1    24     9     0    19   8.0
  144    24     0     4   999    13     1    19   8.0
  145    25   999   999   999    10     1   999   7.0
  146    25     1     1    26     8     0   999   7.0
  147    25     0     4    34     6     0   999   7.0
  148    25     1     2    26     6     0   999   7.0
  149    25   999   999   999    10     1   999   7.0
  150    25     0     4    28   999     0   999   7.0
  151    26     0     4    29     9     1    22   5.0
  152    26     0     4   999    12     0    22   5.0
  153    26     1     3    23    10     0    22   5.0
  154    26     0     5    22     9     0    22   5.0
  155    26     0     3    31     7     1    22   5.0
  156    26     0     4    26    10     1    22   5.0
  157    27     1     3    34   999     1    21   4.5
  158    27     0     4    32    12     1    21   4.5
  159    27     0     6   999    13     1    21   4.5
  160    27     1     5    29     7     1    21   4.5
  161    27     0     5    20     4     0    21   4.5
  162    27     0     5    29    12     0    21   4.5
  163    28     1     5    25     3     1    26   6.0
  164    28     0     5    30   999     1    26   6.0
  165    28     0     7    29     8     1    26   6.0
  166    28     0     5    30     8     0    26   6.0
  167    28     1     3    26     9     0    26   6.0
  168    28     0     7   999    11     1    26   6.0
  169    29     0     4    30    12     1    19   3.5
  170    29     0     3    30    12     1    19   3.5
  171    29     1     3    32   999     1    19   3.5
  172    29   999   999    23     5     0    19   3.5
  173    29   999   999   999    14     0    19   3.5
  174    29     0     5    35    13     1    19   3.5
  175    30     1     4    26     9     0    21   4.0
  176    30     1     7    22    14     0    21   4.0
  177    30     1     2    30   999     0    21   4.0
  178    30     0     6    30    14     0    21   4.0
  179    30     0     5    29    14     1    21   4.0
  180    30     1     3    32   999     1    21   4.0
  181    31     1     3    28    10     0    21 999.0
  182    31     0     4   999    14     0    21 999.0
  183    31     1     5    22     8     1    21 999.0
  184    31     0     3    35    11     1    21 999.0
  185    31     0     5   999    15     0    21 999.0
  186    31     0     7    28    12     1    21 999.0
  187    32     1     3    23     9     1    15   4.5
  188    32     0     3    28     9     0    15   4.5
  189    32     0     3    29    12     0    15   4.5
  190    32     1     4    25     6     0    15   4.5
  191    32     1     3    29    11     0    15   4.5
  192    32     0     4    25   999     0    15   4.5
  193    33     1     3    32     8     1    19   5.0
  194    33     0     6    31    12     1    19   5.0
  195    33     0     4   999    14     0    19   5.0
  196    33     0     5    33    13     0    19   5.0
  197    33     0     3   999    10     1    19   5.0
  198    33     0     3    32    11     1    19   5.0
  199    34     1     4    27     9     1    24   5.5
  200    34     0     4    30    11     1    24   5.5
  201    34     1     5   999    11     0    24   5.5
  202    34     0     6    30   999     1    24   5.5
  203    34     0     4    31    12     1    24   5.5
  204    34     0     3   999    13     1    24   5.5
  205    35     0     7   999    15     0    33   3.0
  206    35     0     6    38    12     1    33   3.0
  207    35     0     5    32     8     1    33   3.0
  208    35     0     3    30     7     1    33   3.0
  209    35     0     7   999    15     1    33   3.0
  210    35     0     2    18     4     0    33   3.0
  211    36     0     5    22     8     0    26   6.0
  212    36     0     5    23     9     0    26   6.0
  213    36     0     5    31    11     1    26   6.0
  214    36     0     3    29    10     0    26   6.0
  215    36     0     5    20    10     0    26   6.0
  216    36     0     5    20     9     1    26   6.0
  217    37     1     4    36     6     0    17   6.0
  218    37     0     3    32     9     1    17   6.0
  219    37     1     2    26     7     0    17   6.0
  220    37     0     2    26    11     0    17   6.0
  221    37     1     4    23    10     0    17   6.0
  222    37     0     5    31    11     0    17   6.0
  223    38     1     3    30     7     1    27  10.0
  224    38     0     5    36    11     0    27  10.0
  225    38     0     3    28    11     1    27  10.0
  226    38     0     4    26    10     1    27  10.0
  227    38     0     5    31     9     0    27  10.0
  228    38     0     4    25     8     0    27  10.0
  229    39     0     6    30    12     0    19   4.0
  230    39     0     4    23     8     1    19   4.0
  231    39     0     5    40    15     1    19   4.0
  232    39     1     3    27    12     1    19   4.0
  233    39     1     5    22     9     0    19   4.0
  234    39     1     4   999    15     1    19   4.0
  235    40     0     4    30    10     1    15   3.5
  236    40   999   999   999     8     1    15   3.5
  237    40     1     2    26    10     1    15   3.5
  238    40     0     6    25    14     0    15   3.5
  239    40     0     5   999    15     1    15   3.5
  240    40     0     6   999    16     0    15   3.5
  241    41     0     5   999    13     1    23   5.5
  242    41     0     4    30    10     0    23   5.5
  243    41     0     4   999    13     1    23   5.5
  244    41     1     2    24     8     0    23   5.5
  245    41     0     5    41    17     1    23   5.5
  246    41     0     6    28     8     0    23   5.5
  247    42     1     5    28    11     1    18   5.0
  248    42     1     4    32     7     1    18   5.0
  249    42     0     4   999    12     0    18   5.0
  250    42     1     3   999    14     0    18   5.0
  251    42     0     2    27     9     1    18   5.0
  252    42     0     5   999    13     0    18   5.0
  253    43     0     4   999    12     0    15   4.5
  254    43     0     5    27     9     1    15   4.5
  255    43     0     5    36    11     1    15   4.5
  256    43     0     4    23    14     0    15   4.5
  257    43     1     4    29    13     0    15   4.5
  258    43     1     3    23    13     1    15   4.5
  259    44     1     2    28    10     0    21   6.0
  260    44     0     6   999    15     0    21   6.0
  261    44     0     4    26    10     1    21   6.0
  262    44     0     4    31    10     1    21   6.0
  263    44     1     7   999    15     1    21   6.0
  264    44     0     6    25     8     0    21   6.0
  265    45     0     4    25    11     0    12   3.0
  266    45     1     1    25     9     1    12   3.0
  267    45     1     4    29     7     1    12   3.0
  268    45     0     4    22     9     0    12   3.0
  269    45     1     1    19     5     0    12   3.0
  270    45     1     4    28    11     1    12   3.0
  271    46     1     2    21     6     0    17   4.5
  272    46     1     3    35    12     0    17   4.5
  273    46     0     3    28     8     0    17   4.5
  274    46     0     5    33    14     1    17   4.5
  275    46   999   999   999     9     0    17   4.5
  276    46   999   999   999    10     0    17   4.5
  277    47   999   999   999     8     0   999   4.5
  278    47     1     3    37     5     1   999   4.5
  279    47     1     2    32     7     0   999   4.5
  280    47     0     3    27    10     0   999   4.5
  281    47     0     2    33     9     1   999   4.5
  282    47     1     6    32     7     1   999   4.5
  283    48     0     4    24     5     0    24   3.5
  284    48     0     6    28    11     1    24   3.5
  285    48     0     2    23     7     0    24   3.5
  286    48     0     5    30    11     0    24   3.5
  287    48     0     6    22     5     0    24   3.5
  288    48     0     3    27     8     0    24   3.5
  289    49     0     6    31    10     0    21   4.5
  290    49     1     4    24     9     0    21   4.5
  291    49     1     4    36    14     0    21   4.5
  292    49     0     5    33     9     1    21   4.5
  293    49     0     7    31    15     1    21   4.5
  294    49     0     5    27     6     1    21   4.5
  295    50     1     5    27     9     0    22   3.0
  296    50   999   999    28     8     0    22   3.0
  297    50     0     4   999    13     0    22   3.0
  298    50     0     4    28    14     0    22   3.0
  299    50     0     6    34    13     1    22   3.0
  300    50     1     3    27     8     0    22   3.0
  301    51     0     6    28    12     0    26 999.0
  302    51     0     6   999    17     1    26 999.0
  303    51     0     6    35    13     0    26 999.0
  304    51     0     6   999    17     1    26 999.0
  305    51     0     5    23     5     1    26 999.0
  306    51     0     4   999    11     1    26 999.0
  307    52     0     5    32     8     1    19   5.5
  308    52     0     4   999    10     0    19   5.5
  309    52     1     6   999    13     1    19   5.5
  310    52     0     4    28     8     1    19   5.5
  311    52     0     4    31     9     0    19   5.5
  312    52     1     4    37     9     1    19   5.5
  313    53     0     3    27     7     1    21   3.5
  314    53     0     4   999    10     0    21   3.5
  315    53   999     1   999     8     0    21   3.5
  316    53     0     4    32     9     0    21   3.5
  317    53     0     5    29    10     0    21   3.5
  318    53     0     4    29     8     0    21   3.5
  319    54     0     5    30    16     1    21   6.5
  320    54     1     3   999    13     1    21   6.5
  321    54     0     5    24    10     1    21   6.5
  322    54     0     5    33    12     1    21   6.5
  323    54     0     5   999    17     1    21   6.5
  324    54     0     4    27    15     1    21   6.5
  325    55     0     3    28     7     0   999   6.0
  326    55     0     2    26     6     0   999   6.0
  327    55     0     4    27     5     0   999   6.0
  328    55     0     4    28    10     0   999   6.0
  329    55     0     4    24     8     0   999   6.0
  330    55     0     4    27     6     0   999   6.0
  331    56     0     5    26    10     1    14   5.0
  332    56     1     2    23     8     0    14   5.0
  333    56     1     2    19     8     0    14   5.0
  334    56   999     1   999    11     1    14   5.0
  335    56     1     2    23     9     0    14   5.0
  336    56   999   999   999    15     0    14   5.0
  337    57     0     5    29    12     0    12   3.5
  338    57     0     5    26     9     0    12   3.5
  339    57     1     3    25    16     1    12   3.5
  340    57     0     3    25    11     0    12   3.5
  341    57     1     3    27    12     1    12   3.5
  342    57     0     2    31    10     0    12   3.5
  343    58     0     3    20     8     0    18   5.0
  344    58     0     5    29     8     1    18   5.0
  345    58     0     5    33     9     0    18   5.0
  346    58     0     5    32    13     1    18   5.0
  347    58     1     2    28     7     0    18   5.0
  348    58     0     4    29    10     0    18   5.0
  349    59     0     5    30    11     1    13   3.5
  350    59     0     4    28     7     0    13   3.5
  351    59     0     2    29    13     0    13   3.5
  352    59     0     3    21     9     0    13   3.5
  353    59     1     4    26    10     0    13   3.5
  354    59   999   999   999     6     0    13   3.5
  355    60     1     4    27     6     1    22   6.0
  356    60     0     6    28    11     1    22   6.0
  357    60     1     2    27     5     0    22   6.0
  358    60     0     3    24     8     0    22   6.0
  359    60     0     3    25     4     1    22   6.0
  360    60     0     3    31     9     0    22   6.0
  361    61     0     2    32    11     1    25   5.0
  362    61     1     3   999    13     1    25   5.0
  363    61     1     4    33    10     0    25   5.0
  364    61     0     3    23     7     0    25   5.0
  365    61     0     4    30    11     1    25   5.0
  366    61   999   999    30     6     1    25   5.0
  367    62     0     2    22     4     0    15   2.0
  368    62     0     6    29    11     0    15   2.0
  369    62     1     4    28    12     1    15   2.0
  370    62     1     4    29    12     1    15   2.0
  371    62     1     4    22     6     0    15   2.0
  372    62     0     5    30    14     0    15   2.0
  373    63   999   999   999     6     0    24   5.0
  374    63     0     6    32     8     0    24   5.0
  375    63     0     4    25     9     0    24   5.0
  376    63     0     4    31     8     1    24   5.0
  377    63     0     6    28    12     1    24   5.0
  378    63     0     4    30     5     0    24   5.0
  379    64     0     5    31    13     0    17   5.0
  380    64     1     5    28    13     1    17   5.0
  381    64     0     5    26     9     0    17   5.0
  382    64     1     2    27     6     0    17   5.0
  383    64     1     4   999    14     1    17   5.0
  384    64   999   999    28     6     0    17   5.0
  385    65     0     4    26     8     0    19   4.5
  386    65     1     4    27     8     0    19   4.5
  387    65     0     4    22    10     0    19   4.5
  388    65     0     5   999    11     1    19   4.5
  389    65     0     2    24     8     1    19   4.5
  390    65     0     6    32    10     0    19   4.5
  391    66     0     4    29     6     1    25   6.0
  392    66     0     4    29     8     1    25   6.0
  393    66     0     6   999    12     0    25   6.0
  394    66     0     5    37    10     0    25   6.0
  395    66     0     5    38    13     0    25   6.0
  396    66     0     4    29    11     1    25   6.0
  397    67     0     2    24    11     0   999   3.0
  398    67     1     4    24     9     0   999   3.0
  399    67     1     4   999     9     0   999   3.0
  400    67     1     6    24    10     1   999   3.0
  401    67     0     2    24     5     0   999   3.0
  402    67     0     4    28    11     0   999   3.0
  403    68     0     3    23     6     0   999   7.0
  404    68     0     3    34     7     1   999   7.0
  405    68     0     5    33     7     0   999   7.0
  406    68     0     3   999    14     0   999   7.0
  407    68   999   999   999    10     1   999   7.0
  408    68     1     3    19     6     1   999   7.0
  409    69     0     5   999    13     1    24   7.0
  410    69     0     6   999    10     0    24   7.0
  411    69     0     3    33    11     1    24   7.0
  412    69     0     4    27     9     0    24   7.0
  413    69     0     4    37     9     1    24   7.0
  414    69     0     6    30    14     1    24   7.0
  415    70     0     4    29     8     1    18   3.0
  416    70     0     3    28     6     1    18   3.0
  417    70     1     5    29    13     0    18   3.0
  418    70     1     4   999    13     1    18   3.0
  419    70     1     3    35     7     1    18   3.0
  420    70     1     2    28     3     1    18   3.0
  421    71     0     4    35    11     1    26   7.0
  422    71     0     7    31     9     1    26   7.0
  423    71     0     5    29    10     1    26   7.0
  424    71     0     5    32     9     1    26   7.0
  425    71     0     1    30     4     0    26   7.0
  426    71     1     4    28     7     0    26   7.0
  427    72     0     4    25     9     0    22   4.0
  428    72     0     4    27    12     1    22   4.0
  429    72     1     3   999    14     0    22   4.0
  430    72     1     3    26     7     1    22   4.0
  431    72     0     5   999    11     0    22   4.0
  432    72     1     3    28     9     0    22   4.0
  433    73     0     5    33     9     1    23   6.0
  434    73     0     5    25     6     0    23   6.0
  435    73     0     3    27     8     0    23   6.0
  436    73   999   999   999     9     0    23   6.0
  437    73     0     3    38     9     1    23   6.0
  438    73     1     4    28     7     0    23   6.0
  439    74   999   999   999    10     0    21   3.5
  440    74     1     4    23    11     0    21   3.5
  441    74     1     4    30     9     1    21   3.5
  442    74     0     3    31     9     1    21   3.5
  443    74     0     3    31    12     1    21   3.5
  444    74     1     3    26     5     0    21   3.5
  445    75   999   999   999    10     0    20   4.0
  446    75     0     5    32     8     0    20   4.0
  447    75     0     5    28    11     1    20   4.0
  448    75     1     2    23     7     0    20   4.0
  449    75     0     5    27     8     1    20   4.0
  450    75     0     3    25     8     1    20   4.0
  451    76     0     4    27     4     1    16   4.0
  452    76     1     2    20     6     0    16   4.0
  453    76     0     4   999    13     0    16   4.0
  454    76     0     4   999    13     1    16   4.0
  455    76     1     3    14     4     0    16   4.0
  456    76     0     3    23    11     0    16   4.0
  457    77     1     3    31     5     1    23   7.0
  458    77     0     7    28    10     0    23   7.0
  459    77     1     2    28     6     0    23   7.0
  460    77     0     5    30    14     0    23   7.0
  461    77     0     4    27     7     1    23   7.0
  462    77     0     4    33    11     0    23   7.0
  463    78     1     4    28    12     0    19   4.0
  464    78     1     5    32    10     1    19   4.0
  465    78     0     3    30    11     0    19   4.0
  466    78     0     7    27    17     1    19   4.0
  467    78     0     4    35    11     1    19   4.0
  468    78     0     6    30    14     1    19   4.0
  469    79     0     3    27     6     0    21   6.0
  470    79     1     2    23     4     0    21   6.0
  471    79     0     2    29    12     0    21   6.0
  472    79     0     4    27    11     1    21   6.0
  473    79     1     3    24     4     1    21   6.0
  474    79     0     2    19     9     1    21   6.0
  475    80     0     4    28     6     1   999 999.0
  476    80     1     2    15     8     1   999 999.0
  477    80     0     4    28    11     0   999 999.0
  478    80     1     4    27    11     1   999 999.0
  479    80     0     4    29     8     0   999 999.0
  480    80     0     3    23     7     1   999 999.0
  481    81     0     4    25    11     0    21   5.5
  482    81     0     5    29    12     0    21   5.5
  483    81     0     7   999    15     1    21   5.5
  484    81     0     6    36    13     0    21   5.5
  485    81     0     5    32    10     1    21   5.5
  486    81     0     6    24    12     0    21   5.5
  487    82     1     4    31     9     1    18   3.0
  488    82     0     4    31    12     0    18   3.0
  489    82     0     6    27     8     0    18   3.0
  490    82     0     4   999    13     0    18   3.0
  491    82     1     6   999    16     0    18   3.0
  492    82     0     4    27    13     0    18   3.0
  493    83     1     3    28     7     0    17   5.0
  494    83     0     5    31     9     1    17   5.0
  495    83     0     4    28     8     1    17   5.0
  496    83     1     3    29     8     1    17   5.0
  497    83     0     5    33    11     0    17   5.0
  498    83     1     4    26     6     0    17   5.0
  499    84     1     3    31     6     1    19   3.0
  500    84     0     4    28    10     1    19   3.0
  501    84     1     4    35    14     1    19   3.0
  502    84     0     4    26    11     1    19   3.0
  503    84     0     3    28    10     0    19   3.0
  504    84     1     4    28    15     0    19   3.0
  505    85     0     6    28    10     1    25 999.0
  506    85     0     4    30    12     1    25 999.0
  507    85     0     3    29    12     0    25 999.0
  508    85     0     3    24     6     0    25 999.0
  509    85     0     7    34    14     1    25 999.0
  510    85     1     4    26     6     1    25 999.0
  511    86     0     4    32     9     0    21   5.0
  512    86     0     4   999    14     0    21   5.0
  513    86     0     4    28     8     1    21   5.0
  514    86     1     5    38     9     1    21   5.0
  515    86     0     4    29     8     0    21   5.0
  516    86     1     5    31   999     1    21   5.0
  517    87     1     3    24     8     0    24   3.0
  518    87     0     3    40    13     1    24   3.0
  519    87     0     5    26   999     0    24   3.0
  520    87     0     5   999    12     1    24   3.0
  521    87     0     6    28    10     1    24   3.0
  522    87     1     2    22     5     1    24   3.0
  523    88     0     3    29    12     0    27   5.5
  524    88     0     6   999    13     0    27   5.5
  525    88     0     3    30     9     1    27   5.5
  526    88     0     5   999    13     0    27   5.5
  527    88     0     5    38    14     1    27   5.5
  528    88     0     3    31     8     1    27   5.5
  529    89     1     3    28     9     1    15   4.0
  530    89     0     2    26     4     0    15   4.0
  531    89     1     4    30     6     0    15   4.0
  532    89     1     3    25     5     1    15   4.0
  533    89     1     3    26     6     1    15   4.0
  534    89     0     3    28    10     0    15   4.0
  535    90     0     5    30     7     1    14   5.0
  536    90     1     2    19     6     0    14   5.0
  537    90     1     4    34    14     1    14   5.0
  538    90     1     3    25     8     0    14   5.0
  539    90     1     2    18     6     0    14   5.0
  540    90     0     4    30    11     0    14   5.0
  541    91     0     5    33    14     1    24   5.0
  542    91     0     5    25    10     1    24   5.0
  543    91     0     4    38    13     1    24   5.0
  544    91     0     4    30    11     1    24   5.0
  545    91     0     4    32    11     1    24   5.0
  546    91     0     6    36    12     1    24   5.0
  547    92     1     4    23    10     0    19   5.0
  548    92     0     4    23     9     0    19   5.0
  549    92     0     4    28    13     0    19   5.0
  550    92     1     5    29    11     0    19   5.0
  551    92     0     3    22     2     1    19   5.0
  552    92     0     3    24    13     0    19   5.0
  553    93     0     4    28     9     1    23   5.5
  554    93   999   999   999    11     0    23   5.5
  555    93     0     4    32    10     0    23   5.5
  556    93     0     5   999    11     1    23   5.5
  557    93     1     4    34     9     1    23   5.5
  558    93     0     7    34    13     1    23   5.5
  559    94     1     4   999    14     1    23   4.0
  560    94     0     6    21    17     1    23   4.0
  561    94     0     4    27    10     1    23   4.0
  562    94     1     3    28    12     0    23   4.0
  563    94     0     5    32    10     0    23   4.0
  564    94     0     4    31    11     0    23   4.0
  565    95     0     4    25     7     1    25   6.0
  566    95     0     7    30    14     1    25   6.0
  567    95     0     5    28    10     0    25   6.0
  568    95     0     4    31     8     1    25   6.0
  569    95     1     3    33     4     0    25   6.0
  570    95     0     5    29     9     1    25   6.0
  571    96     0     4    39    16     0    24   6.5
  572    96     0     4    26     7     1    24   6.5
  573    96     0     6   999    17     1    24   6.5
  574    96     0     3    30     8     1    24   6.5
  575    96     0     6   999    14     1    24   6.5
  576    96     1     2    26    11     0    24   6.5
  577    97     0     6   999    11     1    21   7.0
  578    97     0     6    25     7     0    21   7.0
  579    97     0     5   999    13     1    21   7.0
  580    97     0     4    35    13     0    21   7.0
  581    97     0     5   999    15     0    21   7.0
  582    97     1     6    31    15     0    21   7.0
  583    98     1     3    31     8     1    16   5.0
  584    98     1     1    24     7     0    16   5.0
  585    98     1     2   999    16     0    16   5.0
  586    98     1     1    27     6     0    16   5.0
  587    98     0     4    34     7     0    16   5.0
  588    98     0     4    32     7     0    16   5.0
  589    99     1     3    30     7     0    16   5.0
  590    99     0     3    25     7     1    16   5.0
  591    99     0     4    29     8     1    16   5.0
  592    99     1     3    27     9     1    16   5.0
  593    99     1     6    28    12     1    16   5.0
  594    99     0     4    28     7     1    16   5.0
  595   100     1     2    24     9     1   999   3.0
  596   100     0     3    23     9     0   999   3.0
  597   100     1     3    24     6     0   999   3.0
  598   100     1     2    21     5     0   999   3.0
  599   100     0     2    21     8     0   999   3.0
  600   100     1     3    27     9     0   999   3.0
  601   101     0     4    29     7     1    22   7.0
  602   101     1     3    28     8     1    22   7.0
  603   101     0     5    33    10     1    22   7.0
  604   101     1     2    24     7     0    22   7.0
  605   101     0     5    35     9     1    22   7.0
  606   101     0     3    28     9     0    22   7.0
  607   102   999   999    25     1     1    27   5.5
  608   102     0     5    34    12     0    27   5.5
  609   102     0     3    30     7     0    27   5.5
  610   102     0     4    25     5     0    27   5.5
  611   102     0     2    36     8     0    27   5.5
  612   102     0     3    31     7     1    27   5.5
  613   103     0     2    20     7     0    18   5.5
  614   103     0     1    26     4     0    18   5.5
  615   103     0     4    28    10     1    18   5.5
  616   103     0     4    28    10     0    18   5.5
  617   103     1     5    31     7     1    18   5.5
  618   103     0     3    24     9     0    18   5.5
  619   104     0     5   999    13     1    17   4.5
  620   104     1     3    28    10     0    17   4.5
  621   104     0     3    28     9     1    17   4.5
  622   104     0     3    26    12     1    17   4.5
  623   104     1     3    23     5     0    17   4.5
  624   104     1     4    27     9     1    17   4.5
  625   105     1     6   999    11     0    21   5.0
  626   105     1     4    28     5     0    21   5.0
  627   105     1     3    17     5     0    21   5.0
  628   105     1     4    28    10     1    21   5.0
  629   105     0     4   999     9     0    21   5.0
  630   105     1     3    32     5     1    21   5.0
