  43 1  9.979   0
  43 2  7.639   0
  43 3  7.728   0
  43 4  8.616   0
  43 5  6.030   0
  44 0 11.818   0
  44 1 11.262   0
  44 2  9.829   0
  44 3  7.709   0
  44 4  6.466   0
  44 5  5.452   0
  45 0 11.483   0
  45 1 11.851   0
  45 2 999.00   1
  45 3 999.00 999
  45 4 999.00 999
  45 5 999.00 999
  46 0 12.825   0
  46 1 11.110   0
  46 2 10.870   0
  46 3  9.141   0
  46 4  9.117   0
  46 5  8.449   0
  47 0 12.710   0
  47 1 10.216   0
  47 2  9.232   0
  47 3  8.376   0
  47 4  8.251   0
  47 5  8.317   0
  48 0 12.710   0
  48 1  9.878   0
  48 2  9.684   0
  48 3  8.865   0
  48 4  6.383   0
  48 5  6.824   0
  49 0 11.621   0
  49 1  9.622   0
  49 2  9.416   0
  49 3  6.753   0
  49 4  4.542   0
  49 5  4.464   0
  50 0 11.411   0
  50 1 11.118   0
  50 2  9.191   0
  50 3  8.109   0
  50 4  7.071   0
  50 5  6.324   0
  51 0 10.798   0
  51 1 11.219   0
  51 2 11.215   0
  51 3 999.00   1
  51 4 999.00 999
  51 5 999.00 999
  52 0 11.536   0
  52 1 10.874   0
  52 2  9.989   0
  52 3  9.487   0
  52 4  8.533   0
  52 5  6.680   0
  53 0 14.144   0
  53 1 12.064   0
  53 2 11.476   0
  53 3 11.024   0
  53 4 10.052   0
  53 5  8.345   0
  54 0 12.824   0
  54 1 11.507   0
  54 2 999.00   1
  54 3 999.00 999
  54 4 999.00 999
  54 5 999.00 999
  55 0 11.605   0
  55 1  9.917   0
  55 2  9.969   0
  55 3  8.611   0
  55 4  7.623   0
  55 5  6.439   0
  56 0 12.076   0
  56 1 10.480   0
  56 2 999.00   1
  56 3 999.00 999
  56 4 999.00 999
  56 5 999.00 999
  57 0 12.528   0
  57 1 11.949   0
  57 2 10.039   0
  57 3  8.904   0
  57 4  8.054   0
  57 5  6.178   0
  58 0 12.078   0
  58 1 11.545   0
  58 2 999.00   1
  58 3 999.00 999
  58 4 999.00 999
  58 5 999.00 999
  59 0 11.116   0
  59 1 10.433   0
  59 2 999.00   1
  59 3 999.00 999
  59 4 999.00 999
  59 5 999.00 999
  60 0 12.399   0
  60 1 11.921   0
  60 2 10.721   0
  60 3 10.945   0
  60 4 10.952   0
  60 5  9.693   0
  61 0 11.844   0
  61 1 12.212   0
  61 2 999.00   1
  61 3 999.00 999
  61 4 999.00 999
  61 5 999.00 999
  62 0 10.615   0
  62 1 11.100   0
  62 2  9.988   0
  62 3  8.185   0
  62 4  6.598   0
  62 5  6.586   0
  63 0 12.589   0
  63 1 11.742   0
  63 2 11.087   0
  63 3 10.874   0
  63 4 11.183   0
  63 5 999.00   1
  64 0 12.227   0
  64 1 10.674   0
  64 2  8.471   0
  64 3  7.955   0
  64 4  7.383   0
  64 5  4.724   0
  65 0 10.573   0
  65 1 11.159   0
  65 2 10.361   0
  65 3  9.331   0
  65 4  8.415   0
  65 5  8.073   0
  66 0 10.723   0
  66 1 10.778   0
  66 2  7.636   0
  66 3  7.683   0
  66 4  6.026   0
  66 5  5.989   0
  67 0 11.377   0
  67 1 10.255   0
  67 2 999.00   1
  67 3 999.00 999
  67 4 999.00 999
  67 5 999.00 999
  68 0 13.904   0
  68 1 10.920   0
  68 2 10.024   0
  68 3 999.00   1
  68 4 999.00 999
  68 5 999.00 999
  69 0 11.375   0
  69 1 10.546   0
  69 2  9.645   0
  69 3  9.906   0
  69 4  8.698   0
  69 5  7.333   0
  70 0 11.046   0
  70 1 11.118   0
  70 2 10.001   0
  70 3  9.684   0
  70 4 999.00   1
  70 5 999.00 999
  71 0 12.314   0
  71 1 11.834   0
  71 2  9.294   0
  71 3  9.814   0
  71 4  9.389   0
  71 5  8.494   0
  72 0 12.579   0
  72 1 11.671   0
  72 2 11.565   0
  72 3  9.179   0
  72 4  9.583   0
  72 5  9.783   0
  73 0 12.205   0
  73 1 999.00   1
  73 2 999.00 999
  73 3 999.00 999
  73 4 999.00 999
  73 5 999.00 999
  74 0 12.838   0
  74 1 10.614   0
  74 2  9.392   0
  74 3  8.827   0
  74 4  8.008   0
  74 5  6.316   0
  75 0 11.920   0
  75 1  9.961   0
  75 2  8.216   0
  75 3  7.194   0
  75 4  4.918   0
  75 5  3.333   0
  76 0 10.851   0
  76 1 12.323   0
  76 2  9.680   0
  76 3  9.021   0
  76 4  9.571   0
  76 5  7.244   0
  77 0 11.238   0
  77 1 999.00   1
  77 2 999.00 999
  77 3 999.00 999
  77 4 999.00 999
  77 5 999.00 999
  78 0 12.453   0
  78 1 11.303   0
  78 2 11.011   0
  78 3 10.271   0
  78 4  8.666   0
  78 5  7.072   0
  79 0 11.468   0
  79 1  9.184   0
  79 2  9.068   0
  79 3  7.833   0
  79 4  7.189   0
  79 5  5.611   0
  80 0 10.454   0
  80 1 10.323   0
  80 2 10.426   0
  80 3 10.459   0
  80 4  6.732   0
  80 5  6.437   0
  81 0 12.378   0
  81 1 12.269   0
  81 2  9.990   0
  81 3 10.800   0
  81 4 10.960   0
  81 5  8.709   0
  82 0 11.480   0
  82 1 10.295   0
  82 2 10.296   0
  82 3 999.00   1
  82 4 999.00 999
  82 5 999.00 999
  83 0 12.887   0
  83 1 10.312   0
  83 2 10.338   0
  83 3  9.580   0
  83 4  7.317   0
  83 5  7.160   0
  84 0 11.783   0
  84 1 10.864   0
  84 2  6.139   0
  84 3  6.717   0
  84 4  4.313   0
  84 5  2.915   0
  85 0 12.616   0
  85 1 11.333   0
  85 2  9.882   0
  85 3  8.923   0
  85 4  7.262   0
  85 5  4.590   0
  86 0 10.959   0
  86 1  9.211   0
  86 2  9.385   0
  86 3  6.950   0
  86 4  4.061   0
  86 5  5.422   0
  87 0 11.502   0
  87 1 10.421   0
  87 2  8.891   0
  87 3  8.139   0
  87 4  7.097   0
  87 5  6.166   0
  88 0 11.465   0
  88 1 11.026   0
  88 2 11.292   0
  88 3  9.731   0
  88 4  9.659   0
  88 5  9.625   0
  89 0 12.289   0
  89 1 10.594   0
  89 2  9.105   0
  89 3  7.854   0
  89 4  7.060   0
  89 5  5.099   0
  90 0 12.790   0
  90 1 11.602   0
  90 2  9.308   0
  90 3  9.756   0
  90 4  9.110   0
  90 5  6.783   0
  91 0 15.350   0
  91 1 11.125   0
  91 2 10.370   0
  91 3 10.201   0
  91 4  9.754   0
  91 5  8.630   0
  92 0 12.412   0
  92 1 11.262   0
  92 2 10.501   0
  92 3  9.459   0
  92 4  8.453   0
  92 5  6.821   0
  93 0 11.411   0
  93 1  9.899   0
  93 2  9.162   0
  93 3  9.874   0
  93 4 10.115   0
  93 5 999.00   1
  94 0 13.049   0
  94 1 11.801   0
  94 2 10.592   0
  94 3  8.358   0
  94 4  8.309   0
  94 5  6.655   0
  95 0 13.508   0
  95 1 11.355   0
  95 2 11.449   0
  95 3 11.351   0
  95 4  8.975   0
  95 5 999.00   1
  96 0 11.170   0
  96 1 10.677   0
  96 2 11.083   0
  96 3  9.308   0
  96 4 10.347   0
  96 5  9.729   0
  97 0 11.675   0
  97 1 11.149   0
  97 2 10.447   0
  97 3  9.813   0
  97 4  8.744   0
  97 5  7.377   0
  98 0 10.371   0
  98 1  9.731   0
  98 2  8.569   0
  98 3  8.304   0
  98 4  7.459   0
  98 5  5.419   0
  99 0 12.286   0
  99 1 12.074   0
  99 2  9.965   0
  99 3  9.755   0
  99 4  9.721   0
  99 5  8.758   0
 100 0 11.874   0
 100 1 11.080   0
 100 2  9.516   0
 100 3  8.988   0
 100 4  8.117   0
 100 5 999.00   1
 101 0 10.425   0
 101 1  8.984   0
 101 2  9.413   0
 101 3  7.760   0
 101 4  6.076   0
 101 5  5.800   0
 102 0 12.369   0
 102 1 10.747   0
 102 2 10.191   0
 102 3 10.063   0
 102 4  8.697   0
 102 5 999.00   1
 103 0 10.660   0
 103 1 11.090   0
 103 2 10.459   0
 103 3  9.211   0
 103 4  7.629   0
 103 5  7.031   0
 104 0 13.575   0
 104 1 13.099   0
 104 2 999.00   1
 104 3 999.00 999
 104 4 999.00 999
 104 5 999.00 999
 105 0 12.526   0
 105 1 12.258   0
 105 2  9.024   0
 105 3  9.389   0
 105 4  9.273   0
 105 5  7.195   0
 106 0 11.334   0
 106 1  9.823   0
 106 2  8.850   0
 106 3  9.248   0
 106 4  7.336   0
 106 5  7.599   0
 107 0 11.718   0
 107 1 11.187   0
 107 2 10.436   0
 107 3 10.753   0
 107 4  8.908   0
 107 5 999.00   1
 108 0 12.148   0
 108 1 11.464   0
 108 2 10.681   0
 108 3  8.286   0
 108 4  8.352   0
 108 5  7.754   0
 109 0 11.275   0
 109 1 11.807   0
 109 2  9.735   0
 109 3 999.00   1
 109 4 999.00 999
 109 5 999.00 999
 110 0 10.727   0
 110 1 10.689   0
 110 2  8.057   0
 110 3  7.401   0
 110 4  5.510   0
 110 5  4.197   0
 111 0 11.956   0
 111 1 11.398   0
 111 2  8.504   0
 111 3  7.205   0
 111 4  6.642   0
 111 5  5.045   0
 112 0 12.376   0
 112 1 10.728   0
 112 2 11.273   0
 112 3 10.679   0
 112 4  7.888   0
 112 5  7.384   0
 113 0 13.447   0
 113 1 12.266   0
 113 2  9.773   0
 113 3  9.440   0
 113 4  8.332   0
 113 5  8.062   0
 114 0 12.155   0
 114 1 10.454   0
 114 2  9.023   0
 114 3  8.235   0
 114 4  7.506   0
 114 5 999.00   1
 115 0 10.206   0
 115 1  9.717   0
 115 2  9.231   0
 115 3  7.967   0
 115 4  7.682   0
 115 5  4.690   0
 116 0 11.037   0
 116 1 10.209   0
 116 2  8.032   0
 116 3  7.662   0
 116 4  5.146   0
 116 5  4.807   0
 117 0 12.960   0
 117 1 11.643   0
 117 2 11.441   0
 117 3 999.00   1
 117 4 999.00 999
 117 5 999.00 999
 118 0 12.185   0
 118 1 10.941   0
 118 2  9.741   0
 118 3  9.711   0
 118 4  8.571   0
 118 5 999.00   1
 119 0 12.549   0
 119 1 10.446   0
 119 2 10.366   0
 119 3  9.414   0
 119 4  8.475   0
 119 5  6.761   0
 120 0 12.668   0
 120 1 12.117   0
 120 2 10.418   0
 120 3  9.032   0
 120 4  7.158   0
 120 5 999.00   1
 121 0 11.026   0
 121 1  9.558   0
 121 2  8.852   0
 121 3  7.972   0
 121 4  6.858   0
 121 5  5.638   0
 122 0 11.940   0
 122 1  9.890   0
 122 2 10.106   0
 122 3  8.526   0
 122 4  7.328   0
 122 5  6.864   0
 123 0 11.930   0
 123 1 11.448   0
 123 2 11.630   0
 123 3 10.447   0
 123 4 999.00   1
 123 5 999.00 999
 124 0 12.459   0
 124 1 11.707   0
 124 2  9.514   0
 124 3 10.437   0
 124 4  9.096   0
 124 5 999.00   1
 125 0 11.331   0
 125 1 10.185   0
 125 2  8.818   0
 125 3  8.629   0
 125 4  5.606   0
 125 5  5.606   0
 126 0 12.009   0
 126 1 10.964   0
 126 2 10.060   0
 126 3  7.853   0
 126 4  8.815   0
 126 5  6.994   0
 127 0 11.983   0
 127 1 11.277   0
 127 2 11.210   0
 127 3 10.405   0
 127 4 999.00   1
 127 5 999.00 999
 128 0 11.090   0
 128 1  9.813   0
 128 2  6.728   0
 128 3  6.476   0
 128 4  6.756   0
 128 5  4.223   0
 129 0 11.847   0
 129 1 10.791   0
 129 2 10.019   0
 129 3  9.954   0
 129 4  8.997   0
 129 5  8.135   0
 130 0 10.624   0
 130 1 11.293   0
 130 2 10.577   0
 130 3 10.351   0
 130 4  9.410   0
 130 5  8.990   0
 131 0 12.928   0
 131 1  9.663   0
 131 2 10.485   0
 131 3  7.952   0
 131 4  6.497   0
 131 5  6.011   0
 132 0 11.074   0
 132 1  9.943   0
 132 2  8.980   0
 132 3  8.557   0
 132 4  7.191   0
 132 5  5.094   0
 133 0 12.582   0
 133 1 11.184   0
 133 2  8.764   0
 133 3  7.745   0
 133 4  6.730   0
 133 5  4.739   0
 134 0 10.664   0
 134 1 12.488   0
 134 2 10.879   0
 134 3 10.018   0
 134 4 10.207   0
 134 5 999.00   1
 135 0 10.443   0
 135 1  9.801   0
 135 2  8.587   0
 135 3  7.505   0
 135 4  5.835   0
 135 5  4.747   0
 136 0 13.013   0
 136 1 11.125   0
 136 2 10.390   0
 136 3  8.466   0
 136 4  8.556   0
 136 5  7.480   0
 137 0 11.211   0
 137 1 12.089   0
 137 2 10.191   0
 137 3  9.905   0
 137 4  8.805   0
 137 5  7.806   0
 138 0 11.688   0
 138 1 10.365   0
 138 2  8.329   0
 138 3  7.982   0
 138 4  6.730   0
 138 5  5.851   0
 139 0 12.343   0
 139 1 10.768   0
 139 2 10.389   0
 139 3  9.393   0
 139 4  7.983   0
 139 5  7.008   0
 140 0 12.047   0
 140 1 12.135   0
 140 2  8.444   0
 140 3  7.544   0
 140 4  6.468   0
 140 5  4.884   0
 141 0 11.878   0
 141 1 10.763   0
 141 2  9.888   0
 141 3  8.770   0
 141 4  7.896   0
 141 5  7.083   0
 142 0 10.553   0
 142 1 10.166   0
 142 2  7.998   0
 142 3  6.399   0
 142 4  5.359   0
 142 5  3.483   0
 143 0 11.921   0
 143 1 10.059   0
 143 2  9.747   0
 143 3  7.931   0
 143 4  6.742   0
 143 5 999.00   1
 144 0 12.237   0
 144 1 10.786   0
 144 2  9.267   0
 144 3  7.949   0
 144 4  6.950   0
 144 5  4.924   0
 145 0 10.410   0
 145 1  9.624   0
 145 2  8.369   0
 145 3  8.708   0
 145 4 999.00   1
 145 5 999.00 999
 146 0 11.468   0
 146 1 10.980   0
 146 2  9.550   0
 146 3 999.00   1
 146 4 999.00 999
 146 5 999.00 999
 147 0 11.724   0
 147 1 12.080   0
 147 2  9.206   0
 147 3  9.374   0
 147 4  8.493   0
 147 5  8.496   0
 148 0 12.523   0
 148 1 11.310   0
 148 2 10.620   0
 148 3  8.358   0
 148 4  6.540   0
 148 5  6.920   0
 149 0 10.460   0
 149 1 11.152   0
 149 2  9.992   0
 149 3  8.882   0
 149 4  6.643   0
 149 5  7.137   0
 150 0 11.593   0
 150 1 12.736   0
 150 2 11.420   0
 150 3 10.733   0
 150 4 10.204   0
 150 5 999.00   1
 151 0 12.122   0
 151 1 12.263   0
 151 2 11.200   0
 151 3 11.252   0
 151 4 11.083   0
 151 5  9.805   0
 152 0 11.685   0
 152 1 10.533   0
 152 2  9.784   0
 152 3  7.758   0
 152 4  7.293   0
 152 5  5.783   0
 153 0 12.122   0
 153 1  9.627   0
 153 2  9.171   0
 153 3  7.901   0
 153 4  6.289   0
 153 5  4.624   0
 154 0 11.489   0
 154 1  9.819   0
 154 2  9.349   0
 154 3  8.748   0
 154 4  8.125   0
 154 5  7.276   0
 155 0 11.394   0
 155 1 10.180   0
 155 2  8.522   0
 155 3  6.677   0
 155 4  5.728   0
 155 5  3.391   0
 156 0 13.886   0
 156 1 11.394   0
 156 2  9.709   0
 156 3  9.140   0
 156 4  7.521   0
 156 5  5.366   0
 157 0 11.834   0
 157 1 11.477   0
 157 2 10.194   0
 157 3  8.927   0
 157 4  8.623   0
 157 5  7.226   0
 158 0 11.376   0
 158 1 10.979   0
 158 2 999.00   1
 158 3 999.00 999
 158 4 999.00 999
 158 5 999.00 999
 159 0 11.812   0
 159 1 10.987   0
 159 2  9.705   0
 159 3  9.158   0
 159 4  6.682   0
 159 5  6.507   0
 160 0 12.498   0
 160 1 10.371   0
 160 2 10.630   0
 160 3 10.619   0
 160 4  7.419   0
 160 5 999.00   1
 161 0 12.876   0
 161 1 10.585   0
 161 2  8.691   0
 161 3  7.433   0
 161 4  6.946   0
 161 5  5.746   0
 162 0 13.891   0
 162 1 10.886   0
 162 2  9.617   0
 162 3  9.046   0
 162 4  7.613   0
 162 5  7.350   0
 163 0 12.384   0
 163 1 11.573   0
 163 2 10.214   0
 163 3 10.664   0
 163 4 10.987   0
 163 5 999.00   1
 164 0 11.992   0
 164 1 11.826   0
 164 2 11.216   0
 164 3 10.864   0
 164 4  9.283   0
 164 5  8.171   0
 165 0 11.035   0
 165 1 11.302   0
 165 2  9.220   0
 165 3 10.672   0
 165 4  8.295   0
 165 5  8.003   0
 166 0 12.499   0
 166 1 10.370   0
 166 2  9.807   0
 166 3  8.988   0
 166 4  8.218   0
 166 5 999.00   1
 167 0 11.912   0
 167 1 11.962   0
 167 2  9.777   0
 167 3 10.677   0
 167 4  8.260   0
 167 5  7.093   0
 168 0 10.771   0
 168 1 11.351   0
 168 2 10.618   0
 168 3  8.327   0
 168 4  9.674   0
 168 5 999.00   1
 169 0 12.026   0
 169 1 11.503   0
 169 2 11.233   0
 169 3 999.00   1
 169 4 999.00 999
 169 5 999.00 999
 170 0 12.609   0
 170 1 11.561   0
 170 2  9.463   0
 170 3  8.880   0
 170 4  7.330   0
 170 5  6.353   0
 171 0 12.438   0
 171 1 13.021   0
 171 2 11.158   0
 171 3 10.676   0
 171 4  8.903   0
 171 5  9.134   0
 172 0 11.169   0
 172 1 10.917   0
 172 2  8.909   0
 172 3  9.223   0
 172 4  7.905   0
 172 5  7.589   0
 173 0 12.047   0
 173 1 11.607   0
 173 2 10.665   0
 173 3 999.00   1
 173 4 999.00 999
 173 5 999.00 999
 174 0 11.675   0
 174 1 10.892   0
 174 2 10.329   0
 174 3  9.422   0
 174 4  6.359   0
 174 5  5.326   0
 175 0 12.009   0
 175 1 11.213   0
 175 2 10.802   0
 175 3  8.177   0
 175 4  6.886   0
 175 5  5.768   0
 176 0 11.461   0
 176 1  9.379   0
 176 2  8.661   0
 176 3 10.335   0
 176 4  9.088   0
 176 5  9.133   0
 177 0 11.678   0
 177 1 10.088   0
 177 2  9.222   0
 177 3  7.749   0
 177 4  7.219   0
 177 5  5.049   0
 178 0 11.818   0
 178 1 11.412   0
 178 2  8.829   0
 178 3  8.728   0
 178 4  7.766   0
 178 5  6.432   0
 179 0 12.480   0
 179 1 10.517   0
 179 2  9.530   0
 179 3  9.492   0
 179 4  7.880   0
 179 5 999.00   1
 180 0 12.070   0
 180 1 11.464   0
 180 2 10.821   0
 180 3 10.113   0
 180 4  8.731   0
 180 5  7.591   0
 181 0 12.182   0
 181 1 11.663   0
 181 2 999.00   1
 181 3 999.00 999
 181 4 999.00 999
 181 5 999.00 999
 182 0  9.742   0
 182 1  7.821   0
 182 2  8.344   0
 182 3  5.443   0
 182 4  4.503   0
 182 5  3.805   0
 183 0 11.185   0
 183 1 11.237   0
 183 2  9.747   0
 183 3  9.117   0
 183 4  8.596   0
 183 5  7.333   0
 184 0 11.398   0
 184 1 10.342   0
 184 2  8.858   0
 184 3  7.310   0
 184 4  5.227   0
 184 5  5.806   0
 185 0 14.415   0
 185 1 12.850   0
 185 2 10.818   0
 185 3 10.737   0
 185 4 10.172   0
 185 5  8.918   0
 186 0 12.260   0
 186 1 12.158   0
 186 2 10.471   0
 186 3 10.427   0
 186 4  8.882   0
 186 5  7.800   0
 187 0 12.176   0
 187 1 11.624   0
 187 2 10.545   0
 187 3  9.301   0
 187 4 999.00   1
 187 5 999.00 999
 188 0 12.162   0
 188 1 11.268   0
 188 2  9.851   0
 188 3  8.621   0
 188 4  7.906   0
 188 5  6.577   0
 189 0 12.143   0
 189 1 11.255   0
 189 2  9.830   0
 189 3 999.00   1
 189 4 999.00 999
 189 5 999.00 999
 190 0 11.245   0
 190 1 10.724   0
 190 2  9.893   0
 190 3  8.045   0
 190 4  7.893   0
 190 5  5.614   0
 191 0 11.713   0
 191 1 10.497   0
 191 2  9.939   0
 191 3  8.249   0
 191 4  8.473   0
 191 5  6.227   0
 192 0 11.248   0
 192 1 11.274   0
 192 2 10.441   0
 192 3  9.725   0
 192 4 999.00   1
 192 5 999.00 999
 193 0 12.162   0
 193 1 12.144   0
 193 2 10.510   0
 193 3  9.081   0
 193 4 999.00   1
 193 5 999.00 999
 194 0 11.439   0
 194 1 10.998   0
 194 2 11.085   0
 194 3  8.974   0
 194 4  7.964   0
 194 5  5.813   0
 195 0 11.947   0
 195 1  9.764   0
 195 2  8.475   0
 195 3  5.501   0
 195 4  3.871   0
 195 5  2.201   0
 196 0 11.385   0
 196 1 10.568   0
 196 2  9.714   0
 196 3  8.027   0
 196 4  6.299   0
 196 5  5.628   0
 197 0 11.099   0
 197 1 10.962   0
 197 2 10.031   0
 197 3  9.700   0
 197 4  8.041   0
 197 5  6.834   0
 198 0 10.642   0
 198 1 10.580   0
 198 2 10.722   0
 198 3  8.348   0
 198 4  8.952   0
 198 5  5.934   0
 199 0 11.830   0
 199 1  9.352   0
 199 2  9.722   0
 199 3 999.00   1
 199 4 999.00 999
 199 5 999.00 999
 200 0 12.182   0
 200 1  9.942   0
 200 2  9.969   0
 200 3  7.735   0
 200 4  6.252   0
 200 5  4.280   0
 201 0 12.514   0
 201 1 10.546   0
 201 2 10.259   0
 201 3  9.198   0
 201 4  8.315   0
 201 5  7.956   0
 202 0 11.407   0
 202 1 11.247   0
 202 2 10.123   0
 202 3  7.802   0
 202 4  7.003   0
 202 5  6.667   0
 203 0 12.577   0
 203 1 12.972   0
 203 2 11.635   0
 203 3  9.767   0
 203 4 10.114   0
 203 5  9.201   0
 204 0 12.583   0
 204 1 11.034   0
 204 2  9.515   0
 204 3  9.084   0
 204 4  7.687   0
 204 5  6.760   0
 205 0 13.022   0
 205 1 12.022   0
 205 2  9.598   0
 205 3  9.448   0
 205 4  8.550   0
 205 5  6.924   0
 206 0 11.955   0
 206 1  9.344   0
 206 2  8.960   0
 206 3  8.042   0
 206 4  6.512   0
 206 5  5.855   0
 207 0 12.288   0
 207 1 11.379   0
 207 2 11.254   0
 207 3  9.128   0
 207 4  9.645   0
 207 5  8.527   0
 208 0 11.946   0
 208 1  9.790   0
 208 2  9.932   0
 208 3  7.476   0
 208 4  8.272   0
 208 5  6.066   0
 209 0 11.957   0
 209 1 10.587   0
 209 2  8.121   0
 209 3  7.299   0
 209 4  6.661   0
 209 5  5.086   0
 210 0 11.675   0
 210 1 11.757   0
 210 2  9.307   0
 210 3  8.725   0
 210 4  8.440   0
 210 5  7.159   0
 211 0 12.198   0
 211 1 12.130   0
 211 2  9.071   0
 211 3  8.670   0
 211 4  7.314   0
 211 5  6.883   0
 212 0 11.560   0
 212 1  9.723   0
 212 2  9.876   0
 212 3  8.446   0
 212 4  6.969   0
 212 5  6.318   0
