 40  18   6  18  20   1 999   2   0   1   3   4   4   3   4   2   3   4   4   3   2   2   3   5   5 999   6   5   5
 41  11   1   9 999   1  41   3   1   0 999 999 999 999 999 999   2   3   1   4   3   2   1   7   7   7   7   6   7
 42  11   4  24  26 999  19   2   0   1   6   4   4   3   5   4 999   2   2   1   1   1   1   3   3   4   4   1   4
 43   9   4  25  22   0  25   1   0   0   3   5   3   5   3   3   1   3   1   1   1   1   1   4   5   4   5   1   6
 44   7   3  22  23   0   9   1   0   0   2   3   4   4   5   5   1   2   1   2   2   1   1   1   2   1   1   1   3
 45   9   2  26  23   0  25   2   0   0   5   4   5   4   2   3   2   4   1   2   3   1   1   3   4   5   4   6   3
 46   8   1  23  22   0 999   2   0   0   5   4   3   3   3   4   1   1   1   2   1   1   1   6   6   5   5 999   6
 47   9   1  20  23 999  33   2   0   0   3   4   5   3   4   4 999   4   1   1   1   1   1   5   7   7   6   2   6
 48  10   2  20  21   1  25   1   0   0   5   4   3   3   3   3   2   3   2   3   2   2   2   4   5   5   6   1   4
 49  10   2  26  19   0  39 999 999   0   3   3   4   3   3   3   2   2   1   3   2   2   2   6   6   7   7   6   7
 50   8   6  25  17   0  32   3   1   1   4   2   3   3   2   3   1   2   1   2   2   1   1   6   6   6   6   4   4
 51  13   6  16  21   1  38   3   1   0   4   3   3   4   4   3   4   4   2   2   2   2   1   6   6   6   7   6   7
 52   8   1  30  28   0  17   2   0   0   4   6   5   4   4   5   1   1   1   1   1   1   1   3   6   2   4   1   1
 53  17   7  20  31   1  31   3   1   0   5   5   5   5   6   5   4   4   4   4   4   4   4   6   5   5   6   4   5
 54  20   4  25  17   1  11   2   0   0   3   3   2   3   3   3   4   2   3   3   3   2   2   4   1   2   2   1   1
 55   8   6  13  24   0 999   3   1   1   4   6   4   4   4   2   1   1   2   1   1   1   1   6   6   6   6 999   6
 56   7   1  15 999   0  31   2   0   0   2   3 999   2   3   3   1   1   1   1   1   1   1   5   6   6   5   4   5
 57 999   3  19  20   0  34   2   0   0   1   4   3   5   3   4   2   4   2   2   1   1   1   6   7   6   7   4   4
 58  21   7  24  21   0  13   1   0   0   2   4   4   5   4   2   1   2   1   3   2   1   1   4   1   2   2   1   3
 59  14   7  13  22   0  40   3   1   0   4   5   4   4   2   3   2   2   1   1   1   1   2   7   7   7   7   5   7
 60   7   1  26  17   0  26   1   0   0   2   3   4   1   3   4   2   3   3   2   2   1   1   4   5   5   5   1   6
 61  12   4  23  18   0 999   2   0   0   3   3   3   3   2   4   1   1   1   2   2   1   1   7 999   7   7   6   7
 62   7   1  28  25   0  29   3   1   0   4   5   5   4   3   4   1   2   1   1   1   1   1   6   5   5   3   4   6
 63   8   4  28  14 999  28   2   0   0   4   2   2   3   2   1   2   2   2   1 999   1   1   6   6   6   5   1   4
 64   9   1  24  24 999  25 999 999   0   4   5   4   3   4   4 999   2   1   1   1   1   1   3   5   6   6   1   4
 65  19   7  30  18   0  18   2   0   1   2   4   4   3   2   3   3   2   1   1   2   1   1   3   2   4   5   1   3
 66  11   2  21  18   0  38   2   0   0   2   3   4   3   4   2   1   2   1   1   1   1   1   6   7   7   7   5   6
 67 999   7  16  23   1  35   3   1   1   4   3   3   3   5   5   2   3   3   2   2   2   2   6   4   6   7   5   7
 68  12   4  23  18   0  19   2   0   1   2   5   3   3   3   2   1   1   2   3   2   2   1   6   2   3   4   1   3
 69   7   3  30  26   0  19   3   1   1   5   3   6   4   3   5   1   1   2   1   1   1   1   5   3   2   4   1   4
 70   9   1  13  14   1  33   2   0   1   1   2   2   4   4   1   3   4   3   2   2   2   2   5   6   6   5   5   6
 71  11   4  17  25   1  41   2   0   0   4   4   5   5   3   4   4   2   4   3   3   4   4   7   7   7   7   6   7
 72  10   2  27  14   0  32   1   0   1   2   2   3   1   4   2   1   1   1   1   1   1   1   5   6   6   5   4   6
 73  20   7  27 999   0  33   2   0   1   4   3   3   3 999   4   2   3   1   2   3   1   1   6   6   6   6   2   7
 74   8   3  17  22   1  27   3   1   1   3   5   3   4   4   3   2   3   1   3   2   3   2   6   6   6   5   1   3
 75   8   4  18  34   1  29   2   0   0   6   6   6   6   5   5   3   4   3   4   4   4   3   5   6   5   6   1   6
 76   8   2  29  13 999  22   1   0   1   1   4   1   2   3   2   2   2   2   2   4   2 999   4   5   4   5   1   3
 77   8   1  19  13   0  15   2   0   1   1   1   2   3   3   3   1   1   1   1   1   1   1   4   2   1   2   1   5
 78  13   4  22  19 999  35   3   1   0   3   2   4   3   3   4   2 999   2   2 999 999   2   6   6   7   7   3   6
 79   9   5  16  22   0  40   2   0   0   5   4   3   3   3   4   1   2   2   2   2   2   1   7   6   7   7   6   7
 80  11   5  24  21   1  29   3   1   1   4   4   3   5   3   2   2   4   4   4   4   3   3   5   4   6   5   6   3
 81  23   6  15  27   1  36   2   0   0   6   4   4   5   4   4   4   4   4   4   4   4   3   7   6   6   6   5   6
 82   7   2  24  19   1  29 999 999   1   3   3   3   4   3   3   3   2   3   2   2   2   2   5   5   6   5   4   4
 83  17   6   8  27   0 999   2   0   0   5   3   4   5   5   5   2   1   1   3   2   1   1 999   7   6   6   1   7
 84  10   4  26 999   0   6   1   0   1   3 999   3   4   2   3   1   2   1   1   1   1   1   1   1   1   1   1   1
 85  13   6  18  20   1 999   3   1   1   3   4   3   4   3   3   4   4   4   4   4   4   3   6   5   6   5 999   6
 86   9   4  20  16   0  36   1   0   0   3   2   4   3   1   3   2   1   2   2   2   1   1   6   6   6   7   5   6
 87 999   3  27  21 999  25   2   0   0   4   3   4   3   4   3   2   2   2   3   1 999   1   5   6   2   5   3   4
 88  16   4  12 999 999  35   2   0   0 999 999 999 999 999 999 999   3   2   3   3   2   1   6   6   6   6   4   7
 89   8   3  15  22   0  30   2   0   0   3   4   4   3   4   4   2   2   1   1   1   1   1   6   6   4   4   5   5
 90   9   1  22  20   0  22   1   0   1   3   3   4   2   4   4   1   2   1   1   1   1   1   4   4   5   4   1   4
 91  21   6  22  34   1  23   2   0   0   4   6   6   6   6   6   4   4   4   4   4   4   4   5   6   3   5   1   3
 92  14   6  24  21   1  23   2   0   0   4   3   3   4   4   3   3   4   4   4   4   4   4   3   4   5   4   4   3
 93  13   7  18  20   1  10   1   0   0   5   3   4   2   3   3   2   2   2   3   2   2   2   1   1   3   2   1   2
 94   9   4  21  32 999  27   3   1   0   6   6   6   6   5   3   3 999   1   2   3   2 999   4   6   5   6   3   3
 95  23   7  18  23   1  35   3   1   1   1   5   3   5   4   5   3   4   4   4   3   4   2   6   6   6   5   6   6
 96  12   4  18  26   1  35   1   0   1   4   4   4   5   5   4   4   4   3   4   4   4   2   5   6   7   6   5   6
 97  20   6  23  18   1  28   3   1   1   3   3   3   3   3   3   3   3   3   4   3   2   4   6   6   4   6   2   4
 98  11   6  28 999   0  22   3   1   0 999   3   3   3   4   4   2   2   1   1   1   1   1   5   3   2   5   1   6
 99  20   5  22  19   0  21   2   0   0   4   3   3   4   2   3   1   1   2   2   2   2   1   3   4   4   4   1   5
100   8   4  21  20   1  38   2   0   0   1   5   2   3   5   4   3   2   3   4   2   2   1   6   5   7   7   6   7
101  12   6  16  26   1  22   2   0   0   5   3   4   4   4   6   2   4   3   2   2   3   3   4   5   2   4   1   6
102 999   4  17  32 999  31   3   1   0   5   6   6   5   5   5   3   2   4 999   2   3   1   6   6   6   6   2   5
103   7   1  25  17   0  10 999 999   1   3   2   2   4   2   4   1   1   1   1   1   1   1   2   2   3   1   1   1
104   9   4  27  24   1  27   2   0   0   5   4   3   5   4   3   3   1   2   1   3   3   2   5   6   5   3   2   6
105   8   4  22  26   1  22   2   0   0   4   5   3   6   4   4   4   4   4   4   3   4   4   3   4   4   4   1   6
106  12   3  19  27   0  22   1   0   0   5   4   4   4   4   6   2   3   1   2   3   1   2   5   2   3   5   1   6
107 999   4  17  30   1  19   2   0   0   5   5   6   5   4   5   2   3   3   2   2   4   1   3   3   4   5   1   3
108  20   7  16  23   1  34   2   0   1   4   4   5   3   4   3   3   4   4   3   4   4   4   6   6   5   6   5   6
109 999   2  25  14   0  22   2   0   0   1   3   5   2   1   2   2   2   1   2   3   2   2   4   4   4   5   1   4
110  14   4  22  27   0  37   3   1   1   3   5   5   5   4   5   3   2   2   2   2   1   1   6   7   7   6   6   5
111   7   4  13  30   1  28   3   1   0   5   5   5   6   5   4   3   4   4   3   3   3   2   6   6   3   5   2   6
112   8   1  13  23   0  31   3   1   0   3   4   4   4   4   4   1   3   1   2   1   1   1   6   6   6   6   1   6
113   7   5  28  19   0  21   2   0   0   3   4   3   3   3   3   1   2   1   1   1   1   1   4   5   5   1   1   5
114  16   4  14  16   1  32   3   1   1   3   2   2   4   3   2   3   3   2   2   2   2   3   6   6   6   6   4   4
115  10   4  23  26   1  28   2   0   0   4   5   6   4   3   4   2   3   2   3   2   2   1   4   6   6   5   3   4
116   9   4  29  24   1  31   3   1   0   3   4   4   4   4   5   3   2   3   3   2   1   1   5   6   6   5   5   4
117  10   6  10  19   1  30   3   1   1   4   3   4   2   4   2   4   4   4   4   4   4   4   6   6   6   6   1   5
118  20   7  21  16 999  31   3   1   0   1   3   2   4   1   5   2   2   4   3   3 999   3   6   6   5   6   2   6
119   9   6  17  30   1  33   1   0   1   5   4   6   4   6   5   2   4   4   4   4   3   3   6   6   6   7   1   7
120  13   5  25  22   0  27   2   0   1   4   3   5   3   2   5   3   2   2   2   2   1   1   4   5   5   6   1   6
121  14   5   9  21   1  35   3   1   1   3   4   3   3   4   4   3   4   4   3   3   2   3   5   6   7   6   5   6
122  11   5  27  23   0  29   3   1   1   4   4   2   5   3   5   2   3   2   2   2   1   1   5   4   5   6   3   6
123  18   5  14  18   1 999   3   1   1   2   2   3   4   3   4   4   2   4   4   4   4   4   6   7 999   7   7   6
124  11   5  24  15   1  23   1   0   1   2   3   3   1   4   2   2   2   3   2   3   2   1   3   5   4   4   1   6
125   8   3  21  22   0  20   1   0   0   5   2   4   5   3   3   1   2   1   1   1   1   1   3   4   4   6   1   2
126  19   7  17  24 999  32   1   0   0   6   4   3   3   3   5   4   4 999   4   3 999   3   6   6   6   5   4   5
127  23   7  21  24   1 999   2   0   0   6   5   3   2   5   3   4   3   2   3   3   3   2   6   6   6 999   5   3
128  10   4  17  24   0  38   3   1   0   3   5   5   4   4   3   2   3   1   2   3   1   2   7   6   7   7   6   5
129   7   3  26  17   0  15   1   0   0   3   3   3   2   2   4   1   3   1   2   1   1   1   4   5   2   1   1   2
130  10   4  22  18   0  34   2   0   0   3   4   3   2   2   4   2   4   1   2   2   1   1   6   6   5   6   6   5
131  10   5  23  26   0 999   3   1   0   4   6   1   5   4   6   3   2   1   2   1   2   2   5   6   5 999   1   5
132   7   3  23 999   0  14   2   0   0   5 999   3   3   3   3   1   2   1   1   1   1   1   3   2   2   4   1   2
133 999   6  20  28   1  37 999 999   0   4   4   5   5   5   5   3   2   2   3   4   3   3   6   6   7   6   6   6
134   9   4  19  28   1  31   3   1   1   6   3   5   6   4   4   3   3   3   3   2   3   3   5   6   6   6   1   7
135  14   6  29  26   1  33   3   1   1   6   4   5   4   4   3   3   4   2   3   3   3   2   7   6   7   7   1   5
136 999   5  29  20   1   7   2   0   1   3   3   3   4   3   4   2   4   1   3   2   2   1   1   2   1   1   1   1
137  11   5  19  24   0  15   2   0   0   5   3   5   5   3   3   2   3   1   1   2   1   3   3   4   2   3   1   2
138  20   6  13  16   1  25   1   0   0   3   2   3   1   3   4   2   3   2   3   3   2   2   4   6   4   4   3   4
139  12   3  22 999   1  24   2   0   0   4   3   4   4 999   4   3   4   2   3   2   1   1   4   4   5   4   1   6
140  12   2  18  30 999  41 999 999   0   6   5   5   5   5   4   2   1   1 999   1 999 999   7   6   7   7   7   7
141  15   5  25  25   1  16   2   0   1   4   4   4   5   3   5   4   4   4   4   3   3   4   3   2   3   3   1   4
142   8   4  22  20   0  39   3   1   1   1   3   3   3   5   5   1   1   1   1   2   1   1   6   7   7   6   7   6
143   7   3  23  18   0  31   3   1   0   4   2   3   2   3   4   1   3   1   1   1   1   1   6   5   6   6   1   7
144   7   1  21  17   0  12   2   0   0   3   3   1   3   4   3   1   1   1   1   1   1   1   1   2   1   3   1   4
145   7   2  22 999   0  13   2   0   1   3   3 999   4   4   3   1   1   1   1   1   1   1   3   2   3   1   1   3
146   7   1  20  22   0  21   3   1   1   4   3   4   3   3   5   1   3   1   1   1   1   1   5   2   3   4   1   6
147  11   4  23  17   0  36   2   0   1   3   3   3   3   3   2   2   4   2   1   2   2   1   7   6   7   6   4   6
148  23   7  16  29   1  38   2   0   1   4   5   6   5   3   6   4   4   4   4   3   4   4   7   6   7   7   5   6
149  11   3  20  24   1 999   3   1   0   5   5   3   4   5   2   3   3   2   2   2   2   2   6   7   7   7 999   7
150   7   1  29 999   0  19   1   0   0 999 999 999 999 999 999   1   2   1   1   1   1   1   3   2   2   4   3   5
151  22   6  20  24   1  35   2   0   0   2   4   6   3   4   5   4   4   3   4   4   4   4   6   6   5   7   4   7
152  10   3  17  21   0  26   2   0   1   3   5   4   2   3   4   1   2   1   1   1   1   1   6   4   4   6   1   5
153  11   5  22  14   1  33   2   0   0   1   3   2   3   2   3   3   3   2   2   2   2   1   5   6   6   5   4   7
154 999   1  29  20   0  28   2   0   0   3   4   4   4   2   3   1   2   1   1   1   1   1   4   5   4   5   4   6
155   9   3  19  18   1  28   2   0   0   2   5   2   5   2   2   1   2   2   3   2   2   3   5   6   6   4   1   6
156  22   7  17  21 999  17 999 999   0   4   4   4   3   3   3   3 999 999   2   2   3   1   3   4   2   4   2   2
157   7   4  21  24   0  18   2   0   0   5   3   3   4   4   5   1   3   2   2   2   2   2   3   4   2   3   1   5
158   9   1  23  27   0  35   3   1   1   4   4   6   5   4   4   1   2   1   2   2   1   1   7   7   7   6   2   6
159  15   4  11  29   1  33   3   1   1   5   6   4   5   5   4   4   4   3   4   3   4   3   5   6   6   6   5   5
160   9   4  14  18   0 999   2   0   0   2   4   2   3   4   3   1   1   1   1   1   1   1   3   4   3   2   1 999
161   8   1  20  13 999  29   2   0   1   1   3   1   2   3   3   1   2   1   1   2   1 999   6   5   5   5   4   4
162  13   6  28  19   1  11   2   0   1   2   4   2   2   5   4   2   4   2   3   2   1   1   2   2   1   2   1   3
163 999   5  30  18   0  23   1   0   0   5   2   3   2   3   3   1   1   1   2   1   1   1   4   2   4   5   1   7
164   9   5  17  30   1  35   3   1   1   5   5   4   6   6   4   4   4   4   4   3   4   4   5   7   6   6   4   7
165  15   7  12  26   1  32   1   0   0   5   4   4   5   5   3   1   3   2   3   2   3   1   4   7   6   6   3   6
166   7   1  25  21   0  27   1   0   0   4   4   3   2   4   4   1   1   1   1   1   1   1   4   5   4   6   5   3
167  15   4  21 999   1 999   2   0   1   3 999   3   3   4   3   2   4   4   3   3   4   2   4   6   5 999   1   4
168   9   2  21  19   0  15   1   0   0   6   3   2   4   2   2   1   2   1   1   1   1   1   3   2   2   4   1   3
169   7   2  29  16   0 999   1   0   0   2   2   3   3   2   4   1   1   1   1   1   1   1   2 999   2   1   1   3
170   7   5  16  24   1  26   2   0   0   2   4   4   5   5   4   2   3   3   2   2   2   3   3   4   6   6   1   6
171  10   4  16  17   0  29   2   0   0   1   3   3   4   2   4   2   2   2   1   2   2   1   4   6   5   4   4   6
172   8   4  24 999   0   7   1   0   0   3 999   5   4   3   2   1   2   1   2   1   1   1   1   1   1   2   1   1
173  15   5  11  34   1  35   3   1   1   5   6   6   6   6   5   3   4   3   3   4   4   3   6   6   6   6   6   5
174  19   6  12  26   1  25   2   0   0   3   5   6   2   5   5   2   4   4   4   3   2   3   5   4   6   5   1   4
175  10   2  25  16   0  15   1   0   0   2   2   3   3   3   3   1   2   1   1   1   1   1   5   2   4   2   1   1
176   7   3  12  21   1  28   2   0   1   3   2   3   5   3   5   2   2   3   4   3   2   3   5   4   5   6   2   6
177  10   4  24  13   0  30   2   0   0   2   2   3   3   1   2   1   2   1   3   3   1   1   7   4   6   5   4   4
178  12   5  17  26   1  30   1   0   1   5   3   3   6   4   5   2   3   4   2   2   2   1   4   4   5   6   6   5
179  19   7   9  31   1  41   3   1   0   6   4   5   4   6   6   4   4   4   4   4   4   4   7   7   7   7   6   7
180 999   3  16  25   0  31   2   0   1   5   4   5   3   2   6   2   2   2   1   2   1   2   6   6   5   6   2   6
181  18   6  20 999   1  29 999 999   1   4   4   5 999   3   4   3   2   4   4   3   3   2   5   6   5   6   1   6
182   9   4  13  16   0 999   1   0   0   1   3   3   3   3   3   1   1   1   1   1   1   1 999 999   4   1   2   4
183   7   2  23  26 999  17   2   0   1   3   6   4   4   3   6 999   2   1   2 999 999   1   2   3   4   2   1   5
184  10   1  25  19   0  21   2   0   0   3   5   3   3   2   3   1   2   1   1   1   2   1   3   6   3   3   1   5
185   9   2  30  21   1  29   3   1   1   4   4   3   3   5   2   4   4   4   4   3   4   4   6   6   6   5   1   5
186   7   2  20  19   0  23   1   0   1   5   3   2   3   3   3   1   3   1   2   3   1   2   4   4   5   5   1   4
187  10   1  30  15   0  13 999 999   0   4   2   2   2   2   3   2   1   1   1   1   1   1   2   2   1   2   1   5
188  14   4  20 999   1  32   2   0   0   4   4   2   2   3 999   3   2   2   4   3   3   2   5   6   6   6   5   4
189   9   1  27  16 999  21   2   0   0   3   5   2   3   2   1   1   1   2 999   1 999   1   4   4   3   5   4   1
190 999   5  21  20   0  24   1   0   0   4   2   3   3   4   4   1   3   1   1   1   1   1   5   6   5   2   1   5
191   7   4  30  14   0  11 999 999   1   3   1   2   3   2   3   1   1   1   1   1   1   1   3   1   3   1   1   2
192   8   1  28  18   0  29 999 999   0   4   4   2   3   3   2   1   2   1   2   1   1   1   5   6   5   6   1   6
193  12   6  17  19   0  22   3   1   1   3   3   4   3   3   3   1   1   2   3   3   2   1   5   4   5   5   1   2
194   8   3  25  23   0  32   3   1   1   3   3   5   4   3   5   1   2   2   3   1   2   1   5   6   6   6   4   5
195  13   6  15  20   1  28   3   1   1   4   3   3   3   5   2   2   3   4   4   4   4   4   6   6   2   6   3   5
196   7   4  17  27   0  31 999 999   1   4   4   5   4   5   5   2   3   2   4   1   1   1   6   6   6   6   1   6
197  13   4  28  31 999  29   3   1   1   6   5   6   4   5   5   3   4   4   4   4 999   4   6   6   6   5   1   5
198  11   6  22  25   0  36   2   0   1   3   4   4   5   5   4   3   2   1   1   1   1   1   6   6   7   6   6   5
199   7   3  18  20   0  32   2   0   0   4   3   3   4   3   3   2   1   3   2   2   1   1   5   6   6   6   3   6
200  16   4  20  22   1  35   2   0   0   4   3   5   3   4   3   4   3   4   2   4   3   2   7   5   5   6   6   6
201   8   2  26  17   0  17   1   0   0   2   1   4   3   3   4   1   2   1   2   1   1   2   5   2   3   4   1   2
202  12   3  16  28   1  35   2   0   1   5   4   6   4   4   5   2   3   3   4   3   2   4   7   6   6   6   3   7
203   8   1  19  21   0 999   3   1   0   4   5   3   3   3   3   1   3   1   1   2   1   1   6   6 999   7   5   7
204  11   3  24  16   0  16   2   0   0   3   2   1   4   4   2   1   1   1   2   1   1   1   3   4   3   4   1   1
205  10   3  24 999   1  32   2   0   0 999 999 999 999 999 999   3   4   2   4   2   3   3   5   6   6   5   4   6
206   7   1  27  14   0  16   2   0   1   2   3   2   2   4   1   1   2   1   1   1   1   1   2   4   3   4   1   2
207   7   3  29 999   0 999   1   0   0   2   4   4   1 999   3   3   1   1   2   1   1   1   4 999   4   5   1   3
208 999   5  14  24   0  40   3   1   1   4   3   4   4   4   5   1   2   1   2   1   1   1   7   7   7   7   6   6
209  17   7  22  23   1  22   3   1   0   4   5   3   3   4   4   1   4   3   4   3   3   1   3   4   3   2   5   5
210  14   4  14  24 999  33   3   1   0   4   4   4   3   4   5 999   2   1   3   2   2   1   6   5   5   6   5   6
211 999   6  10  27   1 999   2   0   1   4   4   5   4   5   5   3   3   3   4   3   3   3   6 999   5   6   1   5
212  11   1   9  18   0  41   3   1   1   4   2   2   3   4   3   1   1   1   1   1   1   1   7   7   7   7   6   7
213  14   3  19  28   1  40   3   1   0   6   4   3   6   5   4   2   4   3   4   4   4   3   7   7   7   6   6   7
214  23   6  20 999 999  38 999 999   0 999 999 999 999 999 999   4   4 999   4   4 999 999   6   6   7   6   6   7
215  11   4  26  22   0  33   3   1   1   3   3   4   5   4   3   2   3   1   1   1   1   1   6   6   5   5   4   7
216   7   1  30  18   0   9   2   0   0   3   2   3   4   3   3   1   1   1   1   1   1   1   1   1   2   3   1   1
217  12   5  22 999 999  28 999 999   0 999 999 999 999 999 999   3   3   3   4   2   3 999   5   6   4   6   4   3
218  19   6  17  29   1  27   3   1   1   5   5   6   4   4   5   2   4   3   4   2   2   2   5   6   6   6   1   3
219   9   3   7  28   1  39   3   1   0   6   5   4   4   4   5   2   4   2   2   2   2   1   7   7   6   7   5   7
220  10   4  13  20   1  39   3   1   1   3   3   4   3   4   3   4   2   2   3   2   1   2   6   7   7   7   6   6
221   7   3  17  20 999  39   1   0   0   3   5   3   4   2   3 999   2   1   1   1   1   1   7   7   6   7   6   6
222   9   1  18  26   0  36   2   0   1   5   4   4   6   3   4   1   1   1   1   1   1   1   5   7   6   6   5   7
223  24   5  18  27   1  28   2   0   1   6   5   4   4   4   4   3   4   3   3   4   3   2   6   5   6   4   1   6
224   7   2  21  17   0  27   2   0   0   3   2   2   3   3   4   2   1   1   2   2   1   1   4   6   6   4   1   6
225   9   1  19  21   0  32   3   1   0   3   5   4   3   4   2   1   1   1   2   1   1   1   6   6   6   5   4   5
226   7   4  21  22   0  39   3   1   0   4   4   3   3   4   4   2   2   1   2   2   2   1   7   7   7   7   5   6
227   8   5  25  21   0  38   3   1   1   3   2   4   3   4   5   2   2   2   3   2   2   1   7   6   6   6   6   7
228   9   4  23  24 999  33   3   1   0   2   5   4   5   3   5   2   3 999   3   2   2   1   6   6   6   6   3   6
229   9   3  19  24 999  36   2   0   0   5   3   4   6   3   3   2   4   2   3 999   4   3   6   6   6   7   4   7
230  23   6  21  28 999  39   3   1   0   4   6   5   4   4   5   4 999   4   4   4   4 999   6   7   7   7   6   6
231  10   4  27  21   1  15   1   0   1   4   3   3   4   4   3   3   4   3   2   3   3   2   4   3   1   3   1   3
232   7   3  27 999   0  13   1   0   0 999 999 999 999 999 999   3   2   1   1   2   2   1   2   2   2   2   1   4
233  14   5  16  26   1  25 999 999   0   4   4   4   5   4   5   2   4   3   2   4   3   1   5   5   4   4   1   6
234  10   5  17  19   1  41   2   0   0   4   3   3   3   2   4   4   3   1   3   3   3   1   7   7   7   7   6   7
235  16   6  14  19   0  28   2   0   0   4   2   4   2   3   4   2   2   3   2   2   2   1   5   6   4   5   4   4
236  24   5  14  25 999  33   3   1   1   4   4   4   5   4   4   4 999   3 999   3   3   3   5   6   6   5   4   7
237   9   2  19  23 999  21   2   0   0   2   3   4   5   5   4 999   2   1   1   1   1   1   5   5   5   4   1   1
238   9   3  22  31   0  30   3   1   0   6   5   6   5   3   6   1   1   1   2   1   1   1   6   6   6   6   2   4
239  24   7  13  27   1  38   2   0   0   5   4   4   5   4   5   4   4   4   4   3   3   3   6   6   7   6   7   6
